"id","filename","ident","name","type","frequency_khz","latitude_deg","longitude_deg","elevation_ft","iso_country","dme_frequency_khz","dme_channel","dme_latitude_deg","dme_longitude_deg","dme_elevation_ft","slaved_variation_deg","magnetic_variation_deg","usageType","power","associated_airport"
90982,"Masjed_Soleiman_NDB_IR","MIS","Masjed Soleiman","NDB",391,31.929399490356445,49.32720184326172,,"IR",,,,,,,3.19,"BOTH","HIGH",
90983,"Misima_NDB_PG","MIS","Misima","NDB",218,-10.688199996948242,152.8350067138672,,"PG",,,,,,,7.429,"BOTH","LOW",
90984,"Mishima_TACAN_JP","MIT","Mishima","TACAN",110600,34.77170181274414,131.13800048828125,652,"JP",110600,"043X",,,,-7.011,-7.104,"BOTH","HIGH",
90985,"Maiduguri_VOR-DME_NG","MIU","Maiduguri","VOR-DME",113700,11.888199806213379,13.116700172424316,1102,"NG",113700,"084X",,,,,-0.27,"BOTH","HIGH","DNMA"
90986,"Marshalltown_NDB_US","MIW","Marshalltown","NDB",239,42.109901428222656,-92.91690063476562,974,"US",,,,,,,1.203,"TERMINAL","LOW",
90987,"Marseille_Provence_NDB_FR","MJ","Marseille/Provence","NDB",406,43.43920135498047,5.21750020980835,,"FR",,,,,,,0.078,"LO","LOW",
90988,"Mananjary_NDB_MG","MJ","Mananjary","NDB",329,-21.201200485229492,48.36650085449219,,"MG",,,,,,,-18.191,"BOTH","LOW","FMSM"
90989,"Moenjodaro_NDB_PK","MJ","Moenjodaro","NDB",304,27.33099937438965,68.14099884033203,211,"PK",,,,,,,0.515,"BOTH","MEDIUM","OPMJ"
90990,"Picayune_NDB_US","MJD","Picayune","NDB",276,30.494699478149414,-89.6530990600586,54,"US",,,,,,,0.109,"LO","LOW","KMJD"
90991,"Miyakejima_VOR-DME_JP","MJE","Miyakejima","VOR-DME",109000,34.11899948120117,139.4980010986328,144,"JP",109000,"027X",,,,-5.007,-6.248,"BOTH","HIGH","RJTQ"
90992,"Arvilla_TACAN_US","MJF","Arvilla","TACAN",109600,33.06629943847656,-96.0614013671875,540,"US",109600,"033X",,,,5.01,4.124,"BOTH","LOW",
90993,"Mejillones_NDB_CL","MJL","Mejillones","NDB",240,-23.10919952392578,-70.44309997558594,,"CL",,,,,,,-1.288,"BOTH","MEDIUM",
90994,"Manjimup_NDB_AU","MJM","Manjimup","NDB",257,-34.25809860229492,116.12100219726562,,"AU",,,,,,,-2.426,"BOTH","HIGH","YMJM"
90995,"Jackson_NDB_US","MJQ","Jackson","NDB",353,43.64720153808594,-94.98609924316406,1480,"US",,,,,,,2.532,"TERMINAL","LOW",
90996,"Palma_De_Mallorca_VOR-DME_ES","MJV","Palma De Mallorca","VOR-DME",113300,39.43519973754883,2.7582900524139404,505,"ES",113300,"080X",39.4352,2.75812,505,-1.007,-0.225,"BOTH","HIGH",
90997,"Marcos_Juarez_VOR_AR","MJZ","Marcos Juarez","VOR",114700,-32.687801361083984,-62.16080093383789,361,"AR",,,,,,-3.007,-4.412,"BOTH","HIGH","SAOM"
90998,"Mackay_VOR-DME_AU","MK","Mackay","VOR-DME",112700,-21.172800064086914,149.18699645996094,35,"AU",112700,"074X",,,,8.007,8.409,"BOTH","HIGH","YBMK"
90999,"Mackay_NDB_AU","MK","Mackay","NDB",308,-21.162200927734375,149.18600463867188,19,"AU",,,,,,,8.407,"BOTH","HIGH","YBMK"
91000,"Myitkyina_NDB_MM","MK","Myitkyina","NDB",275,25.387399673461914,97.356201171875,,"MM",,,,,,,-0.443,"BOTH","HIGH","VYMK"
91001,"Makabana_NDB_CG","MK","Makabana","NDB",276,-3.4690299034118652,12.632800102233887,,"CG",,,,,,,-3.465,"BOTH","LOW","FCPA"
91002,"Mekele_NDB_ET","MK","Mekele","NDB",256,13.475099563598633,39.52170181274414,,"ET",,,,,,,2.039,"BOTH","MEDIUM","HAMK"
91003,"Makemo_NDB_PF","MK","Makemo","NDB",383,-16.590299606323242,-143.6510009765625,82,"PF",,,,,,,12.317,"TERMINAL","MEDIUM","NTGM"
91004,"Matak_NDB_ID","MK","Matak","NDB",329,3.3499999046325684,106.25800323486328,10,"ID",,,,,,,0.229,"BOTH","MEDIUM","WIOM"
91005,"Pongtiku_NDB_ID","MK","Pongtiku","NDB",401,-3.04436993598938,119.81900024414062,2707,"ID",,,,,,,1.279,"BOTH","MEDIUM","WAWT"
91006,"Khodzhatugay_NDB_KZ","MK","Khodzhatugay","NDB",605,42.03329849243164,68.19999694824219,,"KZ",,,,,,,5.153,"BOTH","MEDIUM",
91007,"Makurdi_NDB_NG","MK","Makurdi","NDB",364,7.717050075531006,8.599289894104004,,"NG",,,,,,,-2.008,"LO","LOW","DNMK"
91008,"Malka_NDB_RU","MK","Malka","NDB",345,53.31669998168945,157.5330047607422,,"RU",,,,,,,-6.505,"BOTH","HIGH",
91009,"Kenzy_NDB_US","MK","Kenzy","NDB",344,39.22079849243164,-94.56430053710938,,"US",,,,,,,2.545,"TERMINAL","LOW","KMKC"
91010,"Cappy_NDB_US","MK","Cappy","NDB",410,42.839698791503906,-87.91280364990234,678,"US",,,,,,,-3.048,"TERMINAL","LOW","KMKE"
91011,"Musko_NDB_US","MK","Musko","NDB",219,43.12110137939453,-86.16850280761719,,"US",,,,,,,-4.406,"LO","LOW","KMKG"
91012,"Mersy_NDB_US","MK","Mersy","NDB",394,35.51580047607422,-88.95700073242188,,"US",,,,,,,-0.565,"TERMINAL","LOW","KMKL"
91013,"Suzze_NDB_US","MK","Suzze","NDB",335,36.92020034790039,-81.24330139160156,2540,"US",,,,,,,-7.076,"TERMINAL","LOW",
91014,"Mikra_TACAN_GR","MKA","Mikra","TACAN",115300,40.51750183105469,22.976699829101562,22,"GR",115300,"100X",,,,,3.25,"BOTH","MEDIUM","LGTS"
91015,"Myitkyina_West_NDB_MM","MKA","Myitkyina West","NDB",410,25.35070037841797,97.27950286865234,,"MM",,,,,,,-0.44,"BOTH","MEDIUM","VYNP"
91016,"Minangkabau_VOR-DME_ID","MKB","Minangkabau","VOR-DME",114700,-0.7870000004768372,100.27799987792969,16,"ID",114700,"094X",,,,,-0.184,"BOTH","HIGH","WIPT"
91017,"Merauke_VOR-DME_ID","MKE","Merauke","VOR-DME",115800,-8.52260971069336,140.41700744628906,10,"ID",115800,"105X",,,,3.107,4.484,"BOTH","HIGH","WAKK"
91018,"Mukawa_VOR-DME_JP","MKE","Mukawa","VOR-DME",116400,42.55500030517578,141.95599365234375,94,"JP",116400,"111X",,,,-9.011,-8.551,"LO","LOW","RJCC"
91019,"Muskegon_VORTAC_US","MKG","Muskegon","VORTAC",115200,43.1693000793457,-86.03929901123047,660,"US",115200,"099X",,,,-1.001,-4.481,"LO","MEDIUM","KMKG"
91020,"Magong_TACAN_TW","MKG","Magong","TACAN",114700,23.56170082092285,119.62799835205078,103,"TW",114700,"094X",,,,-3.011,-3.097,"BOTH","MEDIUM","RCQC"
91021,"Magong_VOR-DME_TW","MKG","Magong","VOR-DME",115200,23.595399856567383,119.63700103759766,122,"TW",115200,"099X",,,,-2.007,-3.102,"BOTH","HIGH","RCQC"
91022,"Molokai_VORTAC_US","MKK","Molokai","VORTAC",116100,21.138099670410156,-157.16700744628906,1421,"US",116100,"108X",,,,11.001,9.595,"BOTH","HIGH","PHMK"
91023,"Mc_Kellar_VOR-DME_US","MKL","Mc Kellar","VOR-DME",112000,35.603599548339844,-88.910400390625,410,"US",112000,"057X",,,,2.001,-0.594,"TERMINAL","LOW","KMKL"
91024,"Mikonos_VOR-DME_GR","MKN","Mikonos","VOR-DME",110000,37.44029998779297,25.344499588012695,405,"GR",110000,"037X",,,,,3.261,"LO","HIGH","LGMK"
91025,"Mikonos_NDB_GR","MKO","Mikonos","NDB",401,37.4369010925293,25.346399307250977,405,"GR",,,,,,,3.261,"TERMINAL","LOW","LGMK"
91026,"Muskogee_NDB_US","MKO","Muskogee","NDB",306,35.59479904174805,-95.28720092773438,528,"US",,,,,,,3.372,"TERMINAL","LOW",
91027,"Mokpo_VOR-DME_KR","MKP","Mokpo","VOR-DME",111200,34.75979995727539,126.37899780273438,23,"KR",111200,"049X",,,,-7.011,-6.533,"BOTH","HIGH","RKJM"
91028,"Mckeesport_NDB_US","MKP","Mckeesport","NDB",287,40.35070037841797,-79.78130340576172,,"US",,,,,,,-9.083,"TERMINAL","MEDIUM","KAGC"
91029,"Mikra_VOR-DME_GR","MKR","Mikra","VOR-DME",110800,40.518699645996094,22.96980094909668,22,"GR",110800,"045X",,,,,3.249,"TERMINAL","MEDIUM","LGTS"
91030,"Milk_River_NDB_US","MKR","Milk River","NDB",339,48.20790100097656,-106.6259994506836,2293,"US",,,,,,,11.363,"TERMINAL","MEDIUM","KGGW"
91031,"Meknes_VOR_MA","MKS","Meknes","VOR",116300,33.87810134887695,-5.515279769897461,,"MA",,,,,,,-2.367,"BOTH","HIGH",
91032,"Hasanuddin_VOR-DME_ID","MKS","Hasanuddin","VOR-DME",114700,-5.0378098487854,119.5260009765625,78,"ID",114700,"094X",,,,1.007,1.388,"BOTH","HIGH","WAAA"
91033,"Moncks_Corner_NDB_US","MKS","Moncks Corner","NDB",354,33.191001892089844,-80.03340148925781,70,"US",,,,,,,-7.09,"TERMINAL","LOW",
91034,"Mankato_VOR-DME_US","MKT","Mankato","VOR-DME",110800,44.21989822387695,-93.91239929199219,1020,"US",110800,"045X",,,,7.001,1.553,"LO","MEDIUM",
91035,"Meiktila_NDB_MM","MKT","Meiktila","NDB",350,20.93429946899414,95.91310119628906,,"MM",,,,,,,-0.434,"BOTH","HIGH","VYST"
91036,"Cairo_NDB_EG","MKT","Cairo","NDB",317,30.04210090637207,31.275400161743164,260,"EG",,,,,,,3.198,"TERMINAL","LOW","HECA"
91037,"Marksville_NDB_US","MKV","Marksville","NDB",347,31.095500946044922,-92.07260131835938,78,"US",,,,,,,1.45,"TERMINAL","LOW",
91038,"Melbourne_VOR-DME_AU","ML","Melbourne","VOR-DME",114100,-37.65999984741211,144.8419952392578,412,"AU",114100,"088X",-37.6606,144.841,412,11.007,11.313,"BOTH","HIGH","YMML"
91039,"Charlevoix_NDB_CA","ML","Charlevoix","NDB",392,47.62329864501953,-70.32440185546875,,"CA",,,,,,,-17.545,"BOTH","MEDIUM","CYML"
91040,"Aarhus_NDB_DK","ML","Aarhus","NDB",324,56.318599700927734,10.45930004119873,,"DK",,,,,,,1.109,"TERMINAL","LOW","EKAH"
91041,"Mouilla_NDB_GA","ML","Mouilla","NDB",263,-1.7812600135803223,11.045700073242188,,"GA",,,,,,,-3.442,"BOTH","MEDIUM","FOGM"
91042,"Malang_NDB_ID","ML","Malang","NDB",342,-7.934020042419434,112.71199798583984,1726,"ID",,,,,,,1.256,"BOTH","MEDIUM","WARA"
91043,"Mangalore_NDB_IN","ML","Mangalore","NDB",357,12.963199615478516,74.89189910888672,,"IN",,,,,,,-1.511,"BOTH","HIGH","VOML"
91044,"Minami_Torishima_NDB_JP","ML","Minami Torishima","NDB",343,24.290800094604492,153.98300170898438,22,"JP",,,,,,,0.289,"BOTH","MEDIUM","RJAM"
91045,"Malindi_NDB_KE","ML","Malindi","NDB",309,-3.2311298847198486,40.099998474121094,,"KE",,,,,,,-1.031,"BOTH","MEDIUM","HKML"
91046,"Male_NDB_MV","ML","Male","NDB",252,4.190470218658447,73.53109741210938,4,"MV",,,,,,,-3.351,"BOTH","MEDIUM","VRMM"
91047,"Chapaev_NDB_RU","ML","Chapaev","NDB",740,56.25,73.94999694824219,,"RU",,,,,,,12.183,"BOTH","HIGH",
91048,"Wampa_NDB_US","ML","Wampa","NDB",344,34.79779815673828,-95.8207015991211,739,"US",,,,,,,4.002,"TERMINAL","LOW","KMLC"
91049,"Sabar_NDB_US","ML","Sabar","NDB",392,32.45349884033203,-92.10369873046875,,"US",,,,,,,1.395,"TERMINAL","LOW","KMLU"
91050,"Molli_NDB_US","ML","Molli","NDB",215,41.449100494384766,-90.61849975585938,578,"US",,,,,,,-0.292,"LO","LOW","KMLI"
91051,"Marseille_Provence_DME_FR","ML","Marseille/Provence","DME",110300,43.44430160522461,5.202169895172119,,"FR",110300,"040X",,,,,0.075,"TERMINAL","HIGH",
91052,"Maella_VOR-DME_ES","MLA","Maella","VOR-DME",112100,41.129600524902344,0.165243998169899,1184,"ES",112100,"058X",41.1297,0.165444,1184,-2.007,-1.083,"BOTH","HIGH",
91053,"Melbourne_VOR-DME_US","MLB","Melbourne","VOR-DME",110000,28.105300903320312,-80.63529968261719,30,"US",110000,"037X",,,,-2.001,-5.409,"LO","MEDIUM","KMLB"
91054,"Montelibano_NDB_CO","MLB","Montelibano","NDB",385,8.01222038269043,-75.39779663085938,,"CO",,,,,,,-5.197,"LO","MEDIUM","SKML"
91055,"Mc_Alester_VORTAC_US","MLC","Mc Alester","VORTAC",112000,34.8494987487793,-95.78230285644531,820,"US",112000,"057X",,,,8.001,3.586,"BOTH","MEDIUM","KMLC"
91056,"Mildenhall_TACAN_GB","MLD","Mildenhall","TACAN",115900,52.36330032348633,0.48826900124549866,63,"GB",115900,"106X",,,,-2.002,-2.107,"BOTH","HIGH","EGUN"
91057,"Malindi_VOR-DME_KE","MLD","Malindi","VOR-DME",113300,-3.2335400581359863,40.10260009765625,80,"KE",113300,"080X",,,,,-1.032,"BOTH","HIGH","HKML"
91058,"Malad_City_VOR-DME_US","MLD","Malad City","VOR-DME",117400,42.19990158081055,-112.45099639892578,7330,"US",117400,"121X",,,,17.001,13.199,"BOTH","HIGH",
91059,"Male_VOR-DME_MV","MLE","Male","VOR-DME",114700,4.193389892578125,73.53070068359375,22,"MV",114700,"094X",,,,-3.007,-3.351,"BOTH","HIGH","VRMM"
91060,"Millard_NDB_US","MLE","Millard","NDB",371,41.19490051269531,-96.11399841308594,1051,"US",,,,,,,3.572,"TERMINAL","LOW",
91061,"Milford_VORTAC_US","MLF","Milford","VORTAC",112100,38.36040115356445,-113.01300048828125,4980,"US",112100,"058X",,,,16.001,12.441,"BOTH","HIGH",
91062,"Malargue_VOR-DME_AR","MLG","Malargue","VOR-DME",117200,-35.48609924316406,-69.57859802246094,4665,"AR",117200,"119X",,,,5.007,3.364,"BOTH","HIGH","SAMM"
91063,"Malaga_VOR-DME_ES","MLG","Malaga","VOR-DME",113550,36.6786994934082,-4.506669998168945,75,"ES",113550,"082Y",36.6786,-4.50678,75,,-2.207,"BOTH","HIGH","LEMG"
300050,"Malta_NDB_US","MLK","Malta","NDB",272,48.368888889,-107.917222222,,"US",,,,,,,,,,
91064,"Malakal_VOR-DME_SS","MLK","Malakal","VOR-DME",112700,9.563170433044434,31.653200149536133,1316,"SS",112700,"074X",,,,,1.534,"BOTH","HIGH","HSSM"
91065,"Melilla_DME_ES","MLL","Melilla","DME",117400,35.30739974975586,-2.9554200172424316,381,"ES",117400,"121X",,,,,-1.51,"TERMINAL","LOW","GEML"
91066,"Morelia_VOR-DME_MX","MLM","Morelia","VOR-DME",114600,19.843799591064453,-101.03700256347656,6033,"MX",114600,"093X",,,,8.003,6.419,"BOTH","HIGH","MMMM"
91067,"Melun_VOR-DME_FR","MLN","Melun","VOR-DME",113600,48.4557991027832,2.8132801055908203,335,"FR",113600,"083X",,,,-2.007,-0.534,"BOTH","HIGH","LFPM"
91068,"Mitilini_VOR-DME_GR","MLN","Mitilini","VOR-DME",109600,39.05739974975586,26.600500106811523,30,"GR",109600,"033X",,,,,3.447,"TERMINAL","LOW","LGMT"
91069,"Melo_VOR_UY","MLO","Melo","VOR",114300,-32.34239959716797,-54.22200012207031,364,"UY",,,,,,,-11.464,"BOTH","HIGH","SUMO"
91070,"Milos_NDB_GR","MLO","Milos","NDB",378,36.698299407958984,24.47279930114746,12,"GR",,,,,,,3.16,"TERMINAL","MEDIUM",
91071,"Mullan_Pass_VOR-DME_US","MLP","Mullan Pass","VOR-DME",117800,47.45690155029297,-115.64600372314453,6100,"US",117800,"125X",,,,20.001,15.479,"BOTH","HIGH",
91072,"Miles_City_VORTAC_US","MLS","Miles City","VORTAC",112100,46.382198333740234,-105.9540023803711,2640,"US",112100,"058X",,,,15.001,10.558,"BOTH","HIGH","KMLS"
91073,"Milos_TACAN_GR","MLS","Milos","TACAN",117800,36.7057991027832,24.530000686645508,434,"GR",117800,"125X",,,,,3.164,"BOTH","HIGH",
91074,"Minami_Torishima_TACAN_JP","MLT","Minami Torishima","TACAN",108600,24.295299530029297,153.98399353027344,39,"JP",108600,"023X",,,,0.011,0.289,"BOTH","HIGH","RJAM"
91075,"Dongmulantou_VOR-DME_CN","MLT","Dongmulantou","VOR-DME",112700,20.15169906616211,110.6729965209961,190,"CN",112700,"074X",,,,,-1.32,"BOTH","HIGH","ZJHK"
91076,"Millinocket_VOR-DME_US","MLT","Millinocket","VOR-DME",117900,45.586700439453125,-68.5155029296875,550,"US",117900,"126X",,,,-20.001,-17.457,"BOTH","HIGH",
91077,"Malta_NDB_MT","MLT","Malta","NDB",395,35.81549835205078,14.52910041809082,,"MT",,,,,,,1.524,"RNAV","MEDIUM","LMML"
91078,"Monroe_VORTAC_US","MLU","Monroe","VORTAC",117200,32.51689910888672,-92.03600311279297,80,"US",117200,"119X",,,,3.006,1.364,"LO","MEDIUM","KMLU"
91079,"Morlaix_NDB_FR","MLX","Morlaix","NDB",371,48.64670181274414,-3.7626900672912598,,"FR",,,,,,,-3.112,"LO","LOW","LFRU"
91080,"Maleny_VOR_AU","MLY","Maleny","VOR",115900,-26.744699478149414,152.76100158691406,,"AU",,,,,,11.011,10.512,"BOTH","HIGH",
91081,"Manley_VOR-DME_JM","MLY","Manley","VOR-DME",115500,17.930200576782227,-76.77760314941406,10,"JM",115500,"102X",,,,-5.007,-6.144,"BOTH","HIGH","MKJP"
91082,"Merluza_NDB_BR","MLZ","Merluza","NDB",165,-25.266799926757812,-45.25270080566406,,"BR",,,,,,,-20.127,"LO","MEDIUM",
91083,"Mawlamyine_NDB_MM","MM","Mawlamyine","NDB",330,16.4414005279541,97.65799713134766,,"MM",,,,,,,-0.434,"BOTH","MEDIUM","VYMM"
91084,"Fort_Mcmurray_NDB_CA","MM","Fort Mcmurray","NDB",388,56.653900146484375,-111.33599853515625,,"CA",,,,,,,16.369,"BOTH","MEDIUM","CYMM"
91085,"Montceau-Les-Mines_NDB_FR","MM","Montceau-Les-Mines","NDB",317,46.60139846801758,4.331389904022217,,"FR",,,,,,,-0.166,"LO","LOW",
91086,"Parsabade_Moghan_NDB_IR","MM","Parsabade Moghan","NDB",338,39.61249923706055,47.854698181152344,241,"IR",,,,,,,5.124,"LO","LOW","OITP"
91087,"Minne_NDB_US","MM","Minne","NDB",383,45.24610137939453,-123.02999877929688,159,"US",,,,,,,17.017,"TERMINAL","MEDIUM","KMMV"
91088,"Moree_NDB_US","MM","Moree","NDB",392,40.87990188598633,-74.33429718017578,,"US",,,,,,,-13.027,"TERMINAL","LOW","KMMU"
91089,"Montmedy_VOR_FR","MMD","Montmedy","VOR",109400,49.391300201416016,5.124420166015625,1076,"FR",,,,,,-1.007,-0.144,"BOTH","HIGH",
91090,"Mcminn_Co_NDB_US","MMI","Mcminn Co","NDB",242,35.39459991455078,-84.56159973144531,840,"US",,,,,,,-4.166,"LO","LOW",
91091,"Montour_VORTAC_US","MMJ","Montour","VORTAC",112000,40.48820114135742,-80.19390106201172,1200,"US",112000,"057X",,,,-8.004,-8.519,"TERMINAL","MEDIUM","KPIT"
91092,"Mangalore_VOR-DME_IN","MML","Mangalore","VOR-DME",114200,12.961299896240234,74.92160034179688,334,"IN",114200,"089X",,,,-2.011,-1.512,"BOTH","HIGH","VOML"
91093,"Marshall_VOR-DME_US","MML","Marshall","VOR-DME",111000,44.44839859008789,-95.82479858398438,1180,"US",111000,"047X",,,,5.001,3.308,"TERMINAL","LOW",
91094,"Mormon_Mesa_VORTAC_US","MMM","Mormon Mesa","VORTAC",114300,36.7692985534668,-114.2770004272461,2120,"US",114300,"090X",,,,16.001,12.474,"BOTH","MEDIUM",
91095,"Marks_NDB_US","MMS","Marks","NDB",391,34.233001708984375,-90.28980255126953,160,"US",,,,,,,0.125,"LO","LOW","KPMU"
91096,"Mc_Entire_VORTAC_US","MMT","Mc Entire","VORTAC",113200,33.92409896850586,-80.80239868164062,249,"US",113200,"079X",,,,-5.001,-6.458,"LO","LOW",
91097,"Mc_Entire_NDB_US","MMT","Mc Entire","NDB",427,33.935699462890625,-80.79900360107422,298,"US",,,,,,,-6.461,"LO","LOW",
91098,"Chennai_VOR-DME_IN","MMV","Chennai","VOR-DME",112500,12.993399620056152,80.17070007324219,51,"IN",112500,"072X",,,,-2.011,-1.467,"BOTH","HIGH","VOMM"
91099,"Mafikeng_VOR-DME_ZA","MMV","Mafikeng","VOR-DME",112900,-25.825899124145508,25.53510093688965,4128,"ZA",112900,"076X",,,,,-16.441,"BOTH","HIGH","FAMM"
91100,"Maromamy_NDB_MG","MMY","Maromamy","NDB",267,-18.80590057373047,49.03179931640625,,"MG",,,,,,,-15.27,"BOTH","MEDIUM",
91101,"Many_NDB_US","MMY","Many","NDB",272,31.571300506591797,-93.5416030883789,324,"US",,,,,,,2.405,"TERMINAL","LOW",
91102,"Maun_NDB_BW","MN","Maun","NDB",350,-19.978300094604492,23.429100036621094,3346,"BW",,,,,,,-9.539,"BOTH","MEDIUM","FBMN"
91103,"Moundou_NDB_TD","MN","Moundou","NDB",315,8.617779731750488,16.072500228881836,1463,"TD",,,,,,,-0.214,"BOTH","MEDIUM","FTTD"
91104,"Mbuji_Mayi_NDB_CD","MN","Mbuji Mayi","NDB",392,-6.105470180511475,23.564800262451172,,"CD",,,,,,,-1.383,"BOTH","MEDIUM","FZEA"
91105,"Muna_NDB_ID","MN","Muna","NDB",348,-4.765279769897461,122.56300354003906,14,"ID",,,,,,,1.463,"BOTH","MEDIUM",
91106,"Man_NDB_CI","MN","Man","NDB",366,7.266769886016846,-7.583079814910889,,"CI",,,,,,,-6.412,"TERMINAL","LOW","DIMN"
91107,"Bishkek_NDB_KG","MN","Bishkek","NDB",975,43.051700592041016,74.40499877929688,,"KG",,,,,,,5.005,"BOTH","MEDIUM","UAFM"
91108,"Manychsky_NDB_RU","MN","Manychsky","NDB",705,47.04999923706055,40.36669921875,,"RU",,,,,,,6.577,"TERMINAL","HIGH",
91109,"Mendeleyevo_NDB_RU","MN","Mendeleyevo","NDB",940,58.16669845581055,54.97829818725586,,"RU",,,,,,,14.313,"BOTH","HIGH",
91110,"Menorca_NDB_ES","MN","Menorca","NDB",344,39.83649826049805,4.213290214538574,297,"ES",,,,,,,-0.013,"LO","MEDIUM","LEMH"
91111,"El_Golea_VOR-DME_DZ","MNA","El Golea","VOR-DME",112100,30.5585994720459,2.8616700172424316,1306,"DZ",112100,"058X",,,,-4.007,-0.247,"BOTH","HIGH","DAUE"
91112,"Minna_VOR-DME_NG","MNA","Minna","VOR-DME",115100,9.643170356750488,6.449729919433594,834,"NG",115100,"098X",,,,,-2.059,"BOTH","HIGH","DNKA"
91113,"Mason_Co_NDB_US","MNC","Mason Co","NDB",348,47.24810028076172,-123.08599853515625,210,"US",,,,,,,17.419,"LO","LOW",
91114,"Mendenhall_NDB_US","MND","Mendenhall","NDB",332,58.3588981628418,-134.63299560546875,,"US",,,,,,,22.553,"LO","MEDIUM",
91115,"Mannheim_DME_DE","MND","Mannheim","DME",113550,49.47060012817383,8.515979766845703,351,"DE",113550,"082Y",,,,,0.468,"TERMINAL","LOW","EDFM"
91116,"Mount_Keith_NDB_AU","MNE","Mount Keith","NDB",332,-27.28689956665039,120.54900360107422,,"AU",,,,,,,1.283,"BOTH","MEDIUM","YMNE"
91117,"Munchen_NDB_DE","MNE","Munchen","NDB",369,48.35540008544922,11.675999641418457,,"DE",,,,,,,1.401,"TERMINAL","LOW","EDDM"
91118,"Minden_NDB_US","MNE","Minden","NDB",201,32.64080047607422,-93.3021011352539,290,"US",,,,,,,2.27,"TERMINAL","LOW",
91119,"Moron_NDB_ES","MNF","Moron","NDB",428,37.29460144042969,-5.562139987945557,,"ES",,,,,,,-2.42,"LO","MEDIUM","LEMO"
91120,"Mountain_View_NDB_US","MNF","Mountain View","NDB",365,36.993900299072266,-91.71260070800781,1165,"US",,,,,,,0.576,"TERMINAL","LOW",
91121,"Mangalore_VOR_AU","MNG","Mangalore","VOR",113200,-36.88610076904297,145.19400024414062,467,"AU",,,,,,11.011,11.253,"BOTH","HIGH","YMNG"
91122,"Mangalore_NDB_AU","MNG","Mangalore","NDB",254,-36.89720153808594,145.18099975585938,,"AU",,,,,,,11.252,"BOTH","MEDIUM","YMNG"
91123,"Merzifon_TACAN_TR","MNI","Merzifon","TACAN",109300,40.835601806640625,35.53969955444336,1783,"TR",109300,"030X",,,,,4.562,"BOTH","LOW","LTAP"
91124,"Manning_NDB_US","MNI","Manning","NDB",381,33.588199615478516,-80.2061996459961,99,"US",,,,,,,-7.069,"TERMINAL","LOW",
91125,"Amendola_TACAN_IT","MNL","Amendola","TACAN",115250,41.537899017333984,15.710000038146973,185,"IT",115250,"099Y",,,,,2.209,"BOTH","MEDIUM","LIBA"
91126,"Mineral_Creek_NDB_US","MNL","Mineral Creek","NDB",524,61.12419891357422,-146.3520050048828,16,"US",,,,,,,21.334,"LO","LOW","PAVD"
91127,"Menominee_VOR-DME_US","MNM","Menominee","VOR-DME",109600,45.18009948730469,-87.64720153808594,650,"US",109600,"033X",,,,0.001,-3.535,"LO","MEDIUM",
91128,"Marion_NDB_US","MNN","Marion","NDB",201,40.6171989440918,-83.07009887695312,991,"US",,,,,,,-6.38,"TERMINAL","LOW",
91129,"Manado_VOR-DME_ID","MNO","Manado","VOR-DME",114200,1.5551799535751343,124.9280014038086,270,"ID",114200,"089X",,,,2.007,1.059,"BOTH","HIGH","WAMM"
91130,"Monor_VOR-DME_HU","MNR","Monor","VOR-DME",112500,47.33470153808594,19.405500411987305,453,"HU",112500,"072X",,,,3.007,3.252,"BOTH","HIGH","LHBP"
91131,"Monor_NDB_HU","MNR","Monor","NDB",288,47.337799072265625,19.399799346923828,,"HU",,,,,,,3.252,"LO","HIGH","LHBP"
90735,"Manaus_VOR-DME_BR","MNS","Manaus","VOR-DME",115800,-3.040007,-60.054787,108,"BR",,"099X",,,,-12,-14.1,"BOTH","HIGH","SBEG"
91132,"Minsk-2_VOR-DME_BY","MNS","Minsk-2","VOR-DME",113600,53.8849983215332,28.021699905395508,666,"BY",113600,"083X",,,,,6.305,"BOTH","HIGH","UMMS"
91133,"Bishkek_VOR-DME_KG","MNS","Bishkek","VOR-DME",113400,43.06829833984375,74.52169799804688,2051,"KG",113400,"081X",,,,5.007,4.599,"BOTH","HIGH","UAFM"
91134,"Manantali_NDB_ML","MNT","Manantali","NDB",239,13.250699996948242,-10.51710033416748,,"ML",,,,,,,-6.157,"BOTH","MEDIUM","ML-0001"
91136,"Manta_VOR-DME_EC","MNV","Manta","VOR-DME",113900,-0.9347220063209534,-80.66190338134766,58,"EC",113900,"086X",,,,1.007,-0.072,"BOTH","HIGH","SEMT"
91137,"Madisonville_NDB_US","MNV","Madisonville","NDB",361,35.545101165771484,-84.38300323486328,1005,"US",,,,,,,-4.265,"LO","LOW",
91135,"Maun_VOR-DME_BW","MNV","Maun","VOR-DME",112700,-19.990400314331055,23.3887996673584,3100,"BW",112700,"074X",,,,-10.007,-9.547,"BOTH","HIGH","FBMN"
91138,"Munchen_NDB_DE","MNW","Munchen","NDB",338,48.374298095703125,11.91409969329834,,"DE",,,,,,,1.437,"TERMINAL","LOW","EDDM"
91139,"Hamilton_NDB_US","MNZ","Hamilton","NDB",251,31.62019920349121,-98.14749908447266,1268,"US",,,,,,,5.274,"TERMINAL","LOW",
91140,"Khanlar_NDB_AZ","MO","Khanlar","NDB",136,40.61669921875,46.33330154418945,,"AZ",,,,,,,5.278,"BOTH","MEDIUM",
