"id","code","local_code","name","continent","iso_country","wikipedia_link","keywords"
304771,"MW-LI","LI","Lilongwe District","AF","MW","https://en.wikipedia.org/wiki/Lilongwe_District","Airports in Lilongwe District"
304772,"MW-LK","LK","Likoma Island District","AF","MW","https://en.wikipedia.org/wiki/Likoma_Island_District","Airports in Likoma Island District"
304773,"MW-MC","MC","Mchinji District","AF","MW","https://en.wikipedia.org/wiki/Mchinji_District","Airports in Mchinji District"
304774,"MW-MG","MG","Mangochi District","AF","MW","https://en.wikipedia.org/wiki/Mangochi_District","Airports in Mangochi District"
304775,"MW-MH","MH","Machinga District","AF","MW","https://en.wikipedia.org/wiki/Machinga_District","Airports in Machinga District"
304776,"MW-MU","MU","Mulanje District","AF","MW","https://en.wikipedia.org/wiki/Mulanje_District","Airports in Mulanje District"
304777,"MW-MW","MW","Mwanza District","AF","MW","https://en.wikipedia.org/wiki/Mwanza_District","Airports in Mwanza District"
304778,"MW-MZ","MZ","Mzimba District","AF","MW","https://en.wikipedia.org/wiki/Mzimba_District","Airports in Mzimba District"
304779,"MW-NB","NB","Nkhata Bay District","AF","MW","https://en.wikipedia.org/wiki/Nkhata_Bay_District","Airports in Nkhata Bay District"
304780,"MW-NI","NI","Ntchisi District","AF","MW","https://en.wikipedia.org/wiki/Ntchisi_District","Airports in Ntchisi District"
304781,"MW-NK","NK","Nkhotakota District","AF","MW","https://en.wikipedia.org/wiki/Nkhotakota_District","Airports in Nkhotakota District"
304782,"MW-NS","NS","Nsanje District","AF","MW","https://en.wikipedia.org/wiki/Nsanje_District","Airports in Nsanje District"
304783,"MW-NU","NU","Ntcheu District","AF","MW","https://en.wikipedia.org/wiki/Ntcheu_District","Airports in Ntcheu District"
304784,"MW-PH","PH","Phalomba District","AF","MW","https://en.wikipedia.org/wiki/Phalomba_District","Airports in Phalomba District"
304785,"MW-RU","RU","Rumphi District","AF","MW","https://en.wikipedia.org/wiki/Rumphi_District","Airports in Rumphi District"
304786,"MW-SA","SA","Salima District","AF","MW","https://en.wikipedia.org/wiki/Salima_District","Airports in Salima District"
304787,"MW-TH","TH","Thyolo District","AF","MW","https://en.wikipedia.org/wiki/Thyolo_District","Airports in Thyolo District"
304788,"MW-U-A","U-A","(unassigned)","AF","MW",,"Airports in (unassigned)"
304789,"MW-ZO","ZO","Zomba District","AF","MW","https://en.wikipedia.org/wiki/Zomba_District","Airports in Zomba District"
304790,"MX-AGU","AGU","Aguascalientes","NA","MX","https://en.wikipedia.org/wiki/Aguascalientes","Airports in Aguascalientes"
304791,"MX-BCN","BCN","Baja California","NA","MX","https://en.wikipedia.org/wiki/Baja_California","Airports in Baja California"
304792,"MX-BCS","BCS","Baja California Sur","NA","MX","https://en.wikipedia.org/wiki/Baja_California_Sur","Airports in Baja California Sur"
304793,"MX-CAM","CAM","Campeche","NA","MX","https://en.wikipedia.org/wiki/Campeche","Airports in Campeche"
304794,"MX-CHH","CHH","Chihuahua","NA","MX","https://en.wikipedia.org/wiki/Chihuahua_(state)","Airports in Chihuahua"
304795,"MX-CHP","CHP","Chiapas","NA","MX","https://en.wikipedia.org/wiki/Chiapas","Airports in Chiapas"
304796,"MX-COA","COA","Coahuila","NA","MX","https://en.wikipedia.org/wiki/Coahuila","Airports in Coahuila"
304797,"MX-COL","COL","Colima","NA","MX","https://en.wikipedia.org/wiki/Colima","Airports in Colima"
304798,"MX-DIF","DIF","Ciudad de México","NA","MX","https://en.wikipedia.org/wiki/Mexico_City","Airports in Mexico City"
304799,"MX-DUR","DUR","Durango","NA","MX","https://en.wikipedia.org/wiki/Durango","Airports in Durango"
304800,"MX-GRO","GRO","Guerrero","NA","MX","https://en.wikipedia.org/wiki/Guerrero","Airports in Guerrero"
304801,"MX-GUA","GUA","Guanajuato","NA","MX","https://en.wikipedia.org/wiki/Guanajuato","Airports in Guanajuato"
304802,"MX-HID","HID","Hidalgo","NA","MX","https://en.wikipedia.org/wiki/Hidalgo_(state)","Airports in Hidalgo"
304803,"MX-JAL","JAL","Jalisco","NA","MX","https://en.wikipedia.org/wiki/Jalisco","Airports in Jalisco"
304804,"MX-MEX","MEX","México (state)","NA","MX","https://en.wikipedia.org/wiki/State_of_Mexico","Airports in México (state)"
304805,"MX-MIC","MIC","Michoacán","NA","MX","https://en.wikipedia.org/wiki/Michoac%C3%A1n","Airports in Michoacán"
304806,"MX-MOR","MOR","Morelos","NA","MX","https://en.wikipedia.org/wiki/Morelos","Airports in Morelos"
304807,"MX-NAY","NAY","Nayarit","NA","MX","https://en.wikipedia.org/wiki/Nayarit","Airports in Nayarit"
304808,"MX-NLE","NLE","Nuevo León","NA","MX","https://en.wikipedia.org/wiki/Nuevo_Le%C3%B3n","Airports in Nuevo León"
304809,"MX-OAX","OAX","Oaxaca","NA","MX","https://en.wikipedia.org/wiki/Oaxaca","Airports in Oaxaca"
304810,"MX-PUE","PUE","Puebla","NA","MX","https://en.wikipedia.org/wiki/Puebla","Airports in Puebla"
304811,"MX-QUE","QUE","Querétaro","NA","MX","https://en.wikipedia.org/wiki/Quer%C3%A9taro","Airports in Querétaro"
304812,"MX-ROO","ROO","Quintana Roo","NA","MX","https://en.wikipedia.org/wiki/Quintana_Roo","Airports in Quintana Roo"
304813,"MX-SIN","SIN","Sinaloa","NA","MX","https://en.wikipedia.org/wiki/Sinaloa","Airports in Sinaloa"
304814,"MX-SLP","SLP","San Luis Potosí","NA","MX","https://en.wikipedia.org/wiki/San_Luis_Potos%C3%AD","Airports in San Luis Potosí"
304815,"MX-SON","SON","Sonora","NA","MX","https://en.wikipedia.org/wiki/Sonora","Airports in Sonora"
304816,"MX-TAB","TAB","Tabasco","NA","MX","https://en.wikipedia.org/wiki/Tabasco","Airports in Tabasco"
304817,"MX-TAM","TAM","Tamaulipas","NA","MX","https://en.wikipedia.org/wiki/Tamaulipas","Airports in Tamaulipas"
304818,"MX-TLA","TLA","Tlaxcala","NA","MX","https://en.wikipedia.org/wiki/Tlaxcala","Airports in Tlaxcala"
304819,"MX-U-A","U-A","(unassigned)","NA","MX",,"Airports in (unassigned)"
304820,"MX-VER","VER","Veracruz","NA","MX","https://en.wikipedia.org/wiki/Veracruz","Airports in Veracruz"
304821,"MX-YUC","YUC","Yucatán","NA","MX","https://en.wikipedia.org/wiki/Yucat%C3%A1n","Airports in Yucatán"
304822,"MX-ZAC","ZAC","Zacatecas","NA","MX","https://en.wikipedia.org/wiki/Zacatecas","Airports in Zacatecas"
304823,"MY-01",01,"Johor","AS","MY","https://en.wikipedia.org/wiki/Johor","Airports in Johor"
304824,"MY-02",02,"Kedah","AS","MY","https://en.wikipedia.org/wiki/Kedah","Airports in Kedah"
304825,"MY-03",03,"Kelantan","AS","MY","https://en.wikipedia.org/wiki/Kelantan","Airports in Kelantan"
304826,"MY-04",04,"Melaka","AS","MY","https://en.wikipedia.org/wiki/Melaka","Airports in Melaka"
304827,"MY-05",05,"Negeri Sembilan","AS","MY","https://en.wikipedia.org/wiki/Negeri_Sembilan","Airports in Negeri Sembilan"
304828,"MY-06",06,"Pahang","AS","MY","https://en.wikipedia.org/wiki/Pahang","Airports in Pahang"
304829,"MY-07",07,"Penang","AS","MY","https://en.wikipedia.org/wiki/Penang","Lapangan terbang di Pulau Pinang, Airports in Penang"
304830,"MY-08",08,"Perak","AS","MY","https://en.wikipedia.org/wiki/Perak","Airports in Perak"
304831,"MY-09",09,"Perlis","AS","MY","https://en.wikipedia.org/wiki/Perlis","Airports in Perlis"
304832,"MY-10",10,"Selangor","AS","MY","https://en.wikipedia.org/wiki/Selangor","Airports in Selangor"
304833,"MY-11",11,"Terengganu","AS","MY","https://en.wikipedia.org/wiki/Terengganu","Airports in Terengganu"
304834,"MY-12",12,"Sabah","AS","MY","https://en.wikipedia.org/wiki/Sabah","Airports in Sabah"
304835,"MY-13",13,"Sarawak","AS","MY","https://en.wikipedia.org/wiki/Sarawak","Airports in Sarawak"
304836,"MY-14",14,"Kuala Lumpur (Federal Territory)","AS","MY","https://en.wikipedia.org/wiki/Kuala_Lumpur","Airports in Kuala Lumpur"
304837,"MY-15",15,"Labuan (Federal Territory)","AS","MY","https://en.wikipedia.org/wiki/Labuan","Airports in Labuan"
304838,"MY-16",16,"Putrajaya (Federal Territory)","AS","MY","https://en.wikipedia.org/wiki/Putrajaya","Airports in Putrajaya"
304839,"MY-U-A","U-A","(unassigned)","AS","MY",,"Airports in (unassigned)"
304840,"MZ-A","A","Niassa Province","AF","MZ","https://en.wikipedia.org/wiki/Niassa_Province","Airports in Niassa Province"
304841,"MZ-B","B","Manica Province","AF","MZ","https://en.wikipedia.org/wiki/Manica_Province","Airports in Manica Province"
304842,"MZ-G","G","Gaza Province","AF","MZ","https://en.wikipedia.org/wiki/Gaza_Province","Airports in Gaza Province"
304843,"MZ-I","I","Inhambane Province","AF","MZ","https://en.wikipedia.org/wiki/Inhambane_Province","Airports in Inhambane Province"
306567,"MZ-L","L","Maputo Province","AF","MZ","https://en.wikipedia.org/wiki/Maputo_Province","Airports in Maputo Province"
304844,"MZ-MPM","MPM","Maputo (city)","AF","MZ","https://en.wikipedia.org/wiki/Maputo","Airports in Maputo (city)"
304845,"MZ-N","N","Nampula Province","AF","MZ","https://en.wikipedia.org/wiki/Nampula_Province","Airports in Nampula Province"
304846,"MZ-P","P","Cabo Delgado Province","AF","MZ","https://en.wikipedia.org/wiki/Cabo_Delgado_Province","Airports in Cabo Delgado Province"
304847,"MZ-Q","Q","Zambezia Province","AF","MZ","https://en.wikipedia.org/wiki/Zambezia_Province","Airports in Zambezia Province"
304848,"MZ-S","S","Sofala Province","AF","MZ","https://en.wikipedia.org/wiki/Sofala_Province","Airports in Sofala Province"
304849,"MZ-T","T","Tete Province","AF","MZ","https://en.wikipedia.org/wiki/Tete_Province","Airports in Tete Province"
304850,"MZ-U-A","U-A","(unassigned)","AF","MZ",,"Airports in (unassigned)"
304851,"NA-CA","CA","Zambezi Region","AF","NA","https://en.wikipedia.org/wiki/Zambezi_Region","Airports in Zambezi Region"
304852,"NA-ER","ER","Erongo Region","AF","NA","https://en.wikipedia.org/wiki/Erongo_Region","Airports in Erongo Region"
304853,"NA-HA","HA","Hardap Region","AF","NA","https://en.wikipedia.org/wiki/Hardap_Region","Airports in Hardap Region"
304854,"NA-KA","KA","ǁKaras Region","AF","NA","https://en.wikipedia.org/wiki/ǁKaras_Region","Airports in ǁKaras Region"
304859,"NA-KE","KE","Kavango East Region","AF","NA","https://en.wikipedia.org/wiki/Kavango_East_Region","Airports in Kavango East Region"
304855,"NA-KH","KH","Khomas Region","AF","NA","https://en.wikipedia.org/wiki/Khomas_Region","Airports in Khomas Region"
304856,"NA-KU","KU","Kunene Region","AF","NA","https://en.wikipedia.org/wiki/Kunene_Region","Airports in Kunene Region"
317043,"NA-KW","KW","Kavango West Region","AF","NA","https://en.wikipedia.org/wiki/Kavango_West","Airports in Kavango West Region"
304857,"NA-OD","OD","Otjozondjupa Region","AF","NA","https://en.wikipedia.org/wiki/Otjozondjupa_Region","Airports in Otjozondjupa Region"
304858,"NA-OH","OH","Omaheke Region","AF","NA","https://en.wikipedia.org/wiki/Omaheke_Region","Airports in Omaheke Region"
304860,"NA-ON","ON","Oshana Region","AF","NA","https://en.wikipedia.org/wiki/Oshana_Region","Airports in Oshana Region"
304861,"NA-OS","OS","Omusati Region","AF","NA","https://en.wikipedia.org/wiki/Omusati_Region","Airports in Omusati Region"
304862,"NA-OT","OT","Oshikoto Region","AF","NA","https://en.wikipedia.org/wiki/Oshikoto_Region","Airports in Oshikoto Region"
304863,"NA-OW","OW","Ohangwena Region","AF","NA","https://en.wikipedia.org/wiki/Ohangwena_Region","Airports in Ohangwena Region"
304864,"NA-U-A","U-A","(unassigned)","AF","NA",,"Airports in (unassigned)"
509499,"NC-01",01,"Province des îles Loyauté","OC","NC","https://en.wikipedia.org/wiki/Loyalty_Islands_Province",
509497,"NC-02",02,"Province Nord","OC","NC","https://en.wikipedia.org/wiki/North_Province,_New_Caledonia",
509498,"NC-03",03,"Province Sud","OC","NC","https://en.wikipedia.org/wiki/North_Province,_New_Caledonia",
593624,"NC-U-A","U-A","(unassigned)","OC","NC",,
304866,"NE-1",1,"Agadez Region","AF","NE","https://en.wikipedia.org/wiki/Agadez_Region","Airports in Agadez Region"
304867,"NE-2",2,"Diffa Region","AF","NE","https://en.wikipedia.org/wiki/Diffa_Region","Airports in Diffa Region"
304868,"NE-3",3,"Dosso Region","AF","NE","https://en.wikipedia.org/wiki/Dosso_Region","Airports in Dosso Region"
304869,"NE-4",4,"Maradi Region","AF","NE","https://en.wikipedia.org/wiki/Maradi_Region","Airports in Maradi Region"
304873,"NE-5",5,"Tahoua Region","AF","NE","https://en.wikipedia.org/wiki/Tahoua_Region","Airports in Tahoua Region"
304870,"NE-6",6,"Tillabéri Region","AF","NE","https://en.wikipedia.org/wiki/Tillab%C3%A9ri_Region","Airports in Tillabéri Region"
304871,"NE-7",7,"Zinder Region","AF","NE","https://en.wikipedia.org/wiki/Zinder_Region","Airports in Zinder Region"
304872,"NE-8",8,"Niamey Capital District","AF","NE","https://en.wikipedia.org/wiki/Niamey","Airports in Niamey Capital District"
304874,"NE-U-A","U-A","(unassigned)","AF","NE",,"Airports in (unassigned)"
304875,"NF-U-A","U-A","(unassigned)","OC","NF",,"Airports in (unassigned)"
304876,"NG-AB","AB","Abia State","AF","NG","https://en.wikipedia.org/wiki/Abia_State","Airports in Abia"
304877,"NG-AD","AD","Adamawa State","AF","NG","https://en.wikipedia.org/wiki/Adamawa_State","Airports in Adamawa"
304878,"NG-AK","AK","Akwa Ibom State","AF","NG","https://en.wikipedia.org/wiki/Akwa_Ibom_State","Airports in Akwa Ibom"
304879,"NG-AN","AN","Anambra State","AF","NG","https://en.wikipedia.org/wiki/Anambra_State","Airports in Anambra"
304880,"NG-BA","BA","Bauchi State","AF","NG","https://en.wikipedia.org/wiki/Bauchi_State","Airports in Bauchi"
304881,"NG-BE","BE","Benue State","AF","NG","https://en.wikipedia.org/wiki/Benue_State","Airports in Benue"
304882,"NG-BO","BO","Borno State","AF","NG","https://en.wikipedia.org/wiki/Borno_State","Airports in Borno"
304883,"NG-BY","BY","Bayelsa State","AF","NG","https://en.wikipedia.org/wiki/Bayelsa_State","Airports in Bayelsa"
304884,"NG-CR","CR","Cross River State","AF","NG","https://en.wikipedia.org/wiki/Cross_River_State","Airports in Cross River"
304885,"NG-DE","DE","Delta State","AF","NG","https://en.wikipedia.org/wiki/Delta_State","Airports in Delta"
304886,"NG-EB","EB","Ebonyi State","AF","NG","https://en.wikipedia.org/wiki/Ebonyi_State","Airports in Ebonyi"
304887,"NG-ED","ED","Edo State","AF","NG","https://en.wikipedia.org/wiki/Edo_State","Airports in Edo"
304888,"NG-EK","EK","Ekiti State","AF","NG","https://en.wikipedia.org/wiki/Ekiti_State","Airports in Ekiti"
304889,"NG-EN","EN","Enugu State","AF","NG","https://en.wikipedia.org/wiki/Enugu_State","Airports in Enugu"
304890,"NG-FC","FC","Abuja Capital Territory","AF","NG","https://en.wikipedia.org/wiki/Abuja_Capital_Territory","Airports in Abuja Capital Territory"
304891,"NG-GO","GO","Gombe State","AF","NG","https://en.wikipedia.org/wiki/Gombe_State","Airports in Gombe"
304892,"NG-IM","IM","Imo State","AF","NG","https://en.wikipedia.org/wiki/Imo_State","Airports in Imo"
304893,"NG-JI","JI","Jigawa State","AF","NG","https://en.wikipedia.org/wiki/Jigawa_State","Airports in Jigawa"
304894,"NG-KD","KD","Kaduna State","AF","NG","https://en.wikipedia.org/wiki/Kaduna_State","Airports in Kaduna"
304895,"NG-KE","KE","Kebbi State","AF","NG","https://en.wikipedia.org/wiki/Kebbi_State","Airports in Kebbi"
304896,"NG-KN","KN","Kano State","AF","NG","https://en.wikipedia.org/wiki/Kano_State","Airports in Kano"
304897,"NG-KO","KO","Kogi State","AF","NG","https://en.wikipedia.org/wiki/Kogi_State","Airports in Kogi"
304898,"NG-KT","KT","Katsina State","AF","NG","https://en.wikipedia.org/wiki/Katsina_State","Airports in Katsina"
304899,"NG-KW","KW","Kwara State","AF","NG","https://en.wikipedia.org/wiki/Kwara_State","Airports in Kwara"
304900,"NG-LA","LA","Lagos State","AF","NG","https://en.wikipedia.org/wiki/Lagos_State","Airports in Lagos"
304901,"NG-NA","NA","Nasarawa State","AF","NG","https://en.wikipedia.org/wiki/Nasarawa_State","Airports in Nassarawa"
304902,"NG-NI","NI","Niger State","AF","NG","https://en.wikipedia.org/wiki/Niger_State","Airports in Niger"
304903,"NG-OG","OG","Ogun State","AF","NG","https://en.wikipedia.org/wiki/Ogun_State","Airports in Ogun"
304904,"NG-ON","ON","Ondo State","AF","NG","https://en.wikipedia.org/wiki/Ondo_State","Airports in Ondo"
304905,"NG-OS","OS","Osun State","AF","NG","https://en.wikipedia.org/wiki/Osun_State","Airports in Osun"
304906,"NG-OY","OY","Oyo State","AF","NG","https://en.wikipedia.org/wiki/Oyo_State","Airports in Oyo"
304907,"NG-PL","PL","Plateau State","AF","NG","https://en.wikipedia.org/wiki/Plateau_State","Airports in Plateau"
304908,"NG-RI","RI","Rivers State","AF","NG","https://en.wikipedia.org/wiki/Rivers_State","Airports in Rivers"
304909,"NG-SO","SO","Sokoto State","AF","NG","https://en.wikipedia.org/wiki/Sokoto_State","Airports in Sokoto"
304910,"NG-TA","TA","Taraba State","AF","NG","https://en.wikipedia.org/wiki/Taraba_State","Airports in Taraba"
304911,"NG-U-A","U-A","(unassigned)","AF","NG",,"Airports in (unassigned)"
304912,"NG-YO","YO","Yobe State","AF","NG","https://en.wikipedia.org/wiki/Yobe_State","Airports in Yobe"
304913,"NG-ZA","ZA","Zamfara State","AF","NG","https://en.wikipedia.org/wiki/Zamfara_State","Airports in Zamfara"
304914,"NI-AN","AN","North Caribbean Coast Autonomous Region","NA","NI","https://en.wikipedia.org/wiki/North_Caribbean_Coast_Autonomous_Region","Atlántico Norte"
304915,"NI-AS","AS","South Caribbean Coast Autonomous Region","NA","NI","https://en.wikipedia.org/wiki/South_Caribbean_Coast_Autonomous_Region","Atlántico Sur"
304916,"NI-BO","BO","Boaco Department","NA","NI","https://en.wikipedia.org/wiki/Boaco_Department","Airports in Boaco"
304917,"NI-CA","CA","Carazo Department","NA","NI","https://en.wikipedia.org/wiki/Carazo_Department","Airports in Carazo"
304918,"NI-CI","CI","Chinandega Department","NA","NI","https://en.wikipedia.org/wiki/Chinandega_Department","Airports in Chinandega"
304919,"NI-CO","CO","Chontales Department","NA","NI","https://en.wikipedia.org/wiki/Chontales_Department","Airports in Chontales"
304920,"NI-ES","ES","Estelí Department","NA","NI","https://en.wikipedia.org/wiki/Estelí_Department","Airports in Esteli"
304921,"NI-GR","GR","Granada Department","NA","NI","https://en.wikipedia.org/wiki/Granada_Department","Airports in Grenada"
304922,"NI-JI","JI","Jinotega Department","NA","NI","https://en.wikipedia.org/wiki/Jinotega_Department","Airports in Jinotega"
304923,"NI-LE","LE","León Department","NA","NI","https://en.wikipedia.org/wiki/León_Department","Airports in Leon"
304924,"NI-MD","MD","Madriz Department","NA","NI","https://en.wikipedia.org/wiki/Madriz_Department","Airports in Madriz"
304925,"NI-MN","MN","Managua Department","NA","NI","https://en.wikipedia.org/wiki/Managua_Department","Airports in Managua"
304926,"NI-MS","MS","Masaya Department","NA","NI","https://en.wikipedia.org/wiki/Masaya_Department","Airports in Masaya"
304927,"NI-MT","MT","Matagalpa Department","NA","NI","https://en.wikipedia.org/wiki/Matagalpa_Department","Airports in Matagalpa"
304928,"NI-NS","NS","Nueva Segovia","NA","NI","https://en.wikipedia.org/wiki/Nueva_Segovia_Department","Airports in Nueva Segovia"
304929,"NI-RI","RI","Rivas Department","NA","NI","https://en.wikipedia.org/wiki/Rivas_Department","Airports in Rivas"
304930,"NI-SJ","SJ","Río San Juan Department","NA","NI","https://en.wikipedia.org/wiki/R%C3%ADo_San_Juan_Department","Airports in Rio San Juan"
304931,"NI-U-A","U-A","(unassigned)","NA","NI",,"Airports in (unassigned)"
304932,"NL-DR","DR","Drenthe","EU","NL","https://en.wikipedia.org/wiki/Drenthe","Airports in Drente"
304933,"NL-FL","FL","Flevoland","EU","NL","https://en.wikipedia.org/wiki/Flevoland","Airports in Flevoland"
304934,"NL-FR","FR","Friesland","EU","NL","https://en.wikipedia.org/wiki/Friesland","Airports in Friesland"
304935,"NL-GE","GE","Gelderland","EU","NL","https://en.wikipedia.org/wiki/Gelderland","Airports in Gelderland"
304936,"NL-GR","GR","Groningen","EU","NL","https://en.wikipedia.org/wiki/Groningen","Airports in Groningen"
304937,"NL-LI","LI","Limburg","EU","NL","https://en.wikipedia.org/wiki/Limburg","Airports in Limburg"
304938,"NL-NB","NB","Noord-Brabant","EU","NL","https://en.wikipedia.org/wiki/Noord-Brabant","Airports in Noord-Brabant"
304939,"NL-NH","NH","Noord-Holland","EU","NL","https://en.wikipedia.org/wiki/Noord-Holland","Airports in Noord-Holland"
304940,"NL-OV","OV","Overijssel","EU","NL","https://en.wikipedia.org/wiki/Overijssel","Airports in Overijssel"
304941,"NL-U-A","U-A","(unassigned)","EU","NL",,"Airports in (unassigned)"
304942,"NL-UT","UT","Utrecht","EU","NL","https://en.wikipedia.org/wiki/Utrecht","Airports in Utrecht"
515202,"NL-XX","XX","*Offshore Platforms","EU","NL",,
304943,"NL-ZH","ZH","Zuid-Holland","EU","NL","https://en.wikipedia.org/wiki/Zuid-Holland","Airports in Zuid-Holland"
304944,"NL-ZL","ZL","Zeeland","EU","NL","https://en.wikipedia.org/wiki/Zeeland","Airports in Zeeland"
304947,"NO-03",03,"Oslo","EU","NO","https://en.wikipedia.org/wiki/Oslo","Airports in Oslo"
304955,"NO-11",11,"Rogaland","EU","NO","https://en.wikipedia.org/wiki/Rogaland","Airports in Rogaland"
304958,"NO-15",15,"Møre og Romsdal","EU","NO","https://en.wikipedia.org/wiki/Møre_og_Romsdal","Airports in Møre og Romsdal"
304961,"NO-18",18,"Nordland","EU","NO","https://en.wikipedia.org/wiki/Nordland","Airports in Nordland"
510643,"NO-19",19,"Troms (Old)","EU","NO","https://en.wikipedia.org/wiki/Troms",
510642,"NO-20",20,"Finnmark(Old)","EU","NO","https://en.wikipedia.org/wiki/Finnmark",
304964,"NO-21",21,"Svalbard","EU","NO","https://en.wikipedia.org/wiki/Svalbard","Airports in Svalbard"
304965,"NO-22",22,"Jan Mayen","EU","NO","https://en.wikipedia.org/wiki/Jan_Mayen","Airports in Jan Mayen"
349851,"NO-30",30,"Viken","EU","NO","https://en.wikipedia.org/wiki/Viken_(county)","Airports in Viken"
543798,"NO-31",31,"Østfold","EU","NO","https://en.wikipedia.org/wiki/%C3%98stfold",
543799,"NO-32",32,"Akershus","EU","NO","https://en.wikipedia.org/wiki/Akershus",
543800,"NO-33",33,"Buskerud","EU","NO","https://en.wikipedia.org/wiki/Buskerud",
349852,"NO-34",34,"Innlandet","EU","NO","https://en.wikipedia.org/wiki/Innlandet","Airports in Innlandet"
349853,"NO-38",38,"Vestfold og Telemark","EU","NO","https://en.wikipedia.org/wiki/Vestfold_og_Telemark","Airports in Vestfold og Telemark"
525412,"NO-39",39,"Vestfold","EU","NO","https://en.wikipedia.org/wiki/Vestfold",
525413,"NO-40",40,"Telemark","EU","NO","https://en.wikipedia.org/wiki/Telemark",
349854,"NO-42",42,"Agder","EU","NO","https://en.wikipedia.org/wiki/Agder","Airports in Agder"
349855,"NO-46",46,"Vestland","EU","NO","https://en.wikipedia.org/wiki/Vestland","Airports in Vestland"
349856,"NO-50",50,"Trøndelag","EU","NO","https://en.wikipedia.org/wiki/Tr%C3%B8ndelag","Airports in Trøndelag"
349858,"NO-54",54,"Troms og Finnmark","EU","NO","https://en.wikipedia.org/wiki/Troms_og_Finnmark","Airports in Troms og Finnmark"
543801,"NO-55",55,"Troms","EU","NO","https://en.wikipedia.org/wiki/Troms",
543802,"NO-56",56,"Finnmark","EU","NO","https://en.wikipedia.org/wiki/Finnmark",
304966,"NO-U-A","U-A","(unassigned)","EU","NO",,"Airports in (unassigned)"
349859,"NO-XX","XX","*Offshore Oil Platforms","EU","NO",,"Airports in *Offshore Oil Platforms"
430330,"NP-P1","P1","Koshi Province","AS","NP","https://en.wikipedia.org/wiki/Koshi_Province","Province No. 1"
430331,"NP-P2","P2","Madhesh Province","AS","NP","https://en.wikipedia.org/wiki/Madhesh_Province",
306444,"NP-P3","P3","Bagmati Province","AS","NP","https://en.wikipedia.org/wiki/Bagmati_Province","Airports in Bagmati"
430332,"NP-P4","P4","Gandaki Province","AS","NP","https://en.wikipedia.org/wiki/Gandaki_Province",
430333,"NP-P5","P5","Lumbini Province","AS","NP","https://en.wikipedia.org/wiki/Lumbini_Province",
430334,"NP-P6","P6","Karnali Province","AS","NP","https://en.wikipedia.org/wiki/Karnali_Province",
430335,"NP-P7","P7","Sudurpashchim Province","AS","NP","https://en.wikipedia.org/wiki/Sudurpashchim_Province",
304967,"NP-U-A","U-A","(unassigned)","AS","NP",,"Airports in (unassigned)"
306866,"NR-01",01,"Aiwo","OC","NR","https://en.wikipedia.org/wiki/Aiwo_District","Airports in Aiwo"
306867,"NR-02",02,"Anabar","OC","NR","https://en.wikipedia.org/wiki/Anabar_District","Airports in Anabar"
306868,"NR-03",03,"Anetan","OC","NR","https://en.wikipedia.org/wiki/Anetan_District","Airports in Anetan"
306869,"NR-04",04,"Anibare","OC","NR","https://en.wikipedia.org/wiki/Anibare_District","Airports in Anibare"
306870,"NR-05",05,"Baiti","OC","NR","https://en.wikipedia.org/wiki/Baiti_District","Airports in Baiti"
306871,"NR-06",06,"Boe","OC","NR","https://en.wikipedia.org/wiki/Boe_District","Airports in Boe"
306872,"NR-07",07,"Buada","OC","NR","https://en.wikipedia.org/wiki/Buada_District","Airports in Buada"
306873,"NR-08",08,"Denigomodu","OC","NR","https://en.wikipedia.org/wiki/Denigomodu_District","Airports in Denigomodu"
306874,"NR-09",09,"Ewa","OC","NR","https://en.wikipedia.org/wiki/Ewa_District","Airports in Ewa"
306875,"NR-10",10,"Ijuw","OC","NR","https://en.wikipedia.org/wiki/Ijuw_District","Airports in Ijuw"
306876,"NR-11",11,"Meneng","OC","NR","https://en.wikipedia.org/wiki/Meneng_District","Airports in Meneng"
306877,"NR-12",12,"Nibok","OC","NR","https://en.wikipedia.org/wiki/Nibok_District","Airports in Nibok"
306878,"NR-13",13,"Uaboe","OC","NR","https://en.wikipedia.org/wiki/Uaboe_District","Airports in Uaboe"
306879,"NR-14",14,"Yaren","OC","NR","https://en.wikipedia.org/wiki/Yaren_District","Airports in Yaren"
304968,"NR-U-A","U-A","(unassigned)","OC","NR",,"Airports in (unassigned)"
304969,"NU-U-A","U-A","(unassigned)","OC","NU",,"Airports in (unassigned)"
304970,"NZ-AUK","AUK","Auckland Region","OC","NZ","https://en.wikipedia.org/wiki/Auckland_Region","Airports in Auckland Region"
304971,"NZ-BOP","BOP","Bay of Plenty Region","OC","NZ","https://en.wikipedia.org/wiki/Bay_of_Plenty","Airports in Bay of Plenty Region"
304972,"NZ-CAN","CAN","Canterbury Region","OC","NZ","https://en.wikipedia.org/wiki/Canterbury,_New_Zealand","Airports in Canterbury Region"
304973,"NZ-GIS","GIS","Gisborne Region","OC","NZ","https://en.wikipedia.org/wiki/Gisborne,_New_Zealand#Gisborne_or_East_Coast_region","East Coast Region, Eastland"
304974,"NZ-HKB","HKB","Hawke's Bay Region","OC","NZ","https://en.wikipedia.org/wiki/Hawke%27s_Bay","Airports in Hawke's Bay Region"
304975,"NZ-MBH","MBH","Marlborough Region","OC","NZ","https://en.wikipedia.org/wiki/Marlborough,_New_Zealand","Airports in Marlborough Region"
