"id", "threadRef", "airportRef", "airportIdent", "date", "memberNickname", "subject", "body"
17977,14941,299082,"IN-0065","2013-06-05 00:42:14",,"re: re: amravati airport..","when the hell the airport in amravati city will be developed"
17976,15588,2008,"CZBB","2013-06-04 14:45:04",,"Boundary Bay Airport (CZBB)","Most of the information below is now out of date. For current information consult the CFS (Canadian flight supplement) the latest terminal chart plus.
czbb.com"
17975,14941,299082,"IN-0065","2013-06-04 14:21:14",,"re: re: amravati airport..","when the hell the developement of amravati sez and airport and railway wagon repair factory and garment cluster,and the dam on tapi river in dharni taluqa of amravati district will complete."
17974,15587,26463,"VCBI","2013-06-04 12:18:09",,"lost the passpord","help me my brother lost his passport"
17973,15586,30114,"GR-0099","2013-06-04 09:11:27",,"Marathon","I would land there if I were you... It is now a rowing center... :)"
17972,15428,5974,"SBSP","2013-06-04 08:48:34","jesus","re: Aproximação","Reply to @HighTech: bom obrigado muito parecidos @ HighTech"
17970,15584,6015,"SCEL","2013-06-03 21:23:30","HighTech","Aproximação","Ainda vou visitar Santiago, é lindo este aeroporto, pelo menos vou fazendo assim, no fo FSX, He he"
17969,132,5974,"SBSP","2013-06-03 21:18:17","HighTech","re: Airport may close","David, o problema em Congonhas é que não tem uma área de escape, portanto os pilotos precisam ser extremamente experientes nas aproximações e sempre usar o ILS mesmo em CAVOK. Desativar o aeroporto isto não vai acontecer, mas sinceramente gostaria muito que tivesse esta área de escape, o que seria necessário desapropriar alguns terrenos nos finais de cada lado das pistas, ou melhor ainda, ao redor do aeroporto."
17968,15428,5974,"SBSP","2013-06-03 21:14:43","HighTech","re: Aproximação","Jesus, não tenho este arquivo não"
17967,15583,3869,"KSBP","2013-06-03 20:27:02",,"Very friendly line service people at Jet Center","Was there very late at night, and even though they were closing up all the staff was very friendly and helpful"
17966,15582,3788,"KPRB","2013-06-03 20:25:09",,"Hard to find","Recommend using on-field VOR to get there, otherwise hard to find"
17965,14821,38980,"AR-0305","2013-06-03 10:29:15","jesus","re: Circulo de aviacion Airclub.","Good morning I wonder if you can get the kml of airports and ports of the Republic Argentina or South America, is the purpose of a work of natural disasters in the region from now thank you very much my mail is lapalmajesus79@hotmail.com"
17964,15428,5974,"SBSP","2013-06-03 10:28:30","jesus","re: Aproximação","Good morning I wonder if you can get the kml of airports and ports of the Republic Argentina or South America, is the purpose of a work of natural disasters in the region from now thank you very much my mail is lapalmajesus79@hotmail.com"
17963,15428,5974,"SBSP","2013-06-03 10:18:48","jesus","re: Aproximação","Reply to @HighTech: Buenos dias quisiera saber si se puede obtener el kml de aeropuertos y puertos, de la republica argentina."
17962,15581,5690,"PH-0681","2013-06-03 08:42:59",,"error on the image","Hey, the image above is the legazpi domestic airport!"
17961,15580,2285,"EDVK","2013-06-03 06:48:13",,"RWY","New RWY  09-27 ,     04-22????"
17960,15579,2800,"FALA","2013-06-03 05:30:14",,"Flight Status","The flight status are outdated.  Delays for more than an hour does not show.
Why have a website to check flight status if it is not updated with any changes."
17959,14941,299082,"IN-0065","2013-06-02 13:41:57",,"re: re: amravati airport..","when the hell the airport in Amravati city will be developed"
17958,14941,299082,"IN-0065","2013-06-02 06:28:03",,"re: re: amravati airport..","when the hell the airport in Amravati city will be developed"
17955,15180,27145,"YSSY","2013-06-01 22:27:22",,"re: WHERE DOES ONE START? SIGNAGE ETC.","Oh. Could not agree more. Sydney airport...what I would like to describe it as and it's staff would is too disgusting."
17953,15575,306954,"AYIY","2013-06-01 15:59:10","Terrill","Mianmin is the other name for the language Mian","See my Yapsiei comment."
17952,15574,307719,"PG-0042","2013-06-01 15:40:49","Terrill","Another Mian-speaking village","See my comment on Yapsiei."
17951,15573,307354,"AYYP","2013-06-01 15:38:25","Terrill","Mian","There are 3,500 or so speakers of the language known as Mian.  They're all in Sundaun Province, PNG.  And Yapsiei is one of the 4 villages where it is spoken, according to the book about endangered and lost languages of the world edited by Peter K. Austin."
17949,7277,4851,"MUPB","2013-06-01 13:55:40","trasher","re: IATA Airport Code","Reply to @david: 

From what I understand, ""UPB"" is for VTUU. Use of ""UPB"" for ""Habana/Playa Baracoa"" is tolerated for local use having been used by the Cuban military before civil use was permitted. The abreviation came from the ICAO code ""MUPB"", with pilots dropping the M, much like dropping the K from US mainland ICAO codes to get most US IATA codes. I hope this makes sense, I'm sure others could clarify this further."
17948,15343,26518,"VEPU","2013-06-01 10:36:59",,"re: What about Bhagalpur airport?","its very important airport in bihar not purnia"
17947,14941,299082,"IN-0065","2013-05-31 23:18:44",,"re: re: amravati airport..","60 -70% land acquisition is already completed when the hell the remaining land will be acquired and when the hell the airport development will start."
17946,14941,299082,"IN-0065","2013-05-31 23:09:51",,"re: re: amravati airport..","when the hell the airport in Amravati city will be developed only 50 -60% land acquisition has been done what about the development when will it start"
17945,15571,29143,"EGHJ","2013-05-31 17:57:11",,"Try Sandown too","Sandown has been saved ...suggest supporting that too."
17944,14941,299082,"IN-0065","2013-05-31 13:11:03",,"re: re: amravati airport..","when the hell the airport in Amravati city will be developed"
17943,15556,299082,"IN-0065","2013-05-31 13:01:09",,"re: re: amravati airport..","we want a full fledged domestic airport in Amravati city"
17942,15570,5697,"RPMD","2013-05-31 04:22:40",,"More International Flights","I wish that Davao should have many International flights ang should be expanded.. because what is the use of our international airport if there are no international flights.. so better add some.. then there should be an airport expansion.. Thank you! :D"
17939,15567,38335,"YEAT","2013-05-30 20:09:27",,"Yea airport - Really? I'll give it a miss!","The location given for this ""Airport"" is right in the middle of the mountains and in amongst the trees! Tiger country!  It is also on a bearing of approx 090 and 39 Nm out from Yea,  across step mountains and  a lake!

Rather than the ""Zero"" elevation given it appears to be around 3100 feet!

Airport code (ICAO/IATA) :YEAT / 
City :
Country :Australia
Field elevation :0ft
Latitude :-37.2158012390137
Longitude :146.429992675781"
17938,15566,623,"CAJ3","2013-05-30 14:03:24","dazuppa","Lovely airport","Nice and quiet mountainous airport - located in a beautiful valley, with excellent runway, very well cared about, and just slightly challenging approaches due to elevated terrain surrounding the field. Nothing to be worried about if your plane can perform - and the scenery around is simply adorable! Note that you can easily barge into US airspace flying southbound, so keep your eyes open unless that was your plan..."
17937,15565,934,"CFC6","2013-05-30 13:58:02","dazuppa","Rough field","Been there a couple of weeks ago, mid-May '13, passed low and over. Fairly easy to find, though not many landmark features around. Looks like a private airstrip, currently not quite taken care of. It is listed in CFS, though without a chart - unusual! There was an empty hangar at the end of the airstrip, and southbound approach was almost over the rooftops of the farmers' house. I refrained from landing there due to a visibly rough and deteriorated surface - and that's a pity, as location is pretty neat. Hope this strip will recover at some point, heard rumors about that, but please check with the owner before arriving!"
17936,15564,26510,"VELP","2013-05-30 09:43:16","neil","call 9830222258 to fly from any airport even where no airlin","call 9830222258 to fly from any airport even where no airline are operating"
17935,15563,26504,"VEIM","2013-05-30 09:42:33","neil","call 9830222258 to fly from any airport even where no airlin","call 9830222258 to fly from any airport even where no airline are operating"
17934,15329,26502,"VEGY","2013-05-30 09:40:07","neil","re: rishi","call 9830222258 to fly from any airport even where no airline are operating"
17933,15343,26518,"VEPU","2013-05-30 09:30:36","neil","re: What about Bhagalpur airport?","call 9830222258 to fly from any airport even where no airline are operating"
17932,15520,26518,"VEPU","2013-05-30 09:30:17","neil","re: About Purnea Airport","call 9830222258 to fly from any airport even where no airline are operating"
17931,15556,299082,"IN-0065","2013-05-30 09:18:44",,"re: re: amravati airport..","call 9830222258 to fly from any airport even where no airline are operating"
17930,15556,299082,"IN-0065","2013-05-30 05:43:02",,"re: re: amravati airport..","when the hell the airport in Amravati city will be developed"
17928,15556,299082,"IN-0065","2013-05-29 23:47:06",,"re: re: amravati airport..","when the hell the airport in Amravati city will be developed"
17926,15560,3205,"HKEL","2013-05-29 03:02:28",,"Comment","I enjoyed the visit to E.I.A where we were highly welcome We as family of Nairobi Aviation College Nakuru Campus, it was on 10th may 2013. Me myself  as one of the student; Robert,i was impressed of the services they offer, flights dispatching, and staff organization. How can i go applying for attachment there?"
17925,15559,2986,"FQVL","2013-05-28 13:42:32","Rotorspin","Staff","General staff very help full. Unfriendly immigration officers. Bring small change. Landing fees a bit heavy. Jet A1 always available, Avgas 99% of the time."
17924,15558,28589,"EDHM","2013-05-28 07:57:19",,"TV Filming in Lübeck","Hello,

I am looking for some airfield for TV-filming early on July.
Can you recommend some person who to talk about this?

Best wishes,
Henna Ilmonen
Production Coordinator

+358 445 300677
henna.ilmonen@moskito.fi
ww.moskito.fi"
17923,15557,4083,"LFCL","2013-05-28 04:46:27",,"Nice GA airport, no landing/parking fee","Nice airport, with a good restaurant on the field. It is close to Toulouse-Blaganc International airport (LFBO) so IFR pilots can do ILS approaches, cancel IFR and go to Lasbordes. With 950m, it is OK for take-offs but landings on QFU16 have a displaced threshold of 140m due to the road. A bit tricky for planes that do not slow down easily like Mooneys. The solution is to do the approach high, with 3 whites on the VASI to clear the road, aim touch down point at the beginning of the runway (before the threshold), do the flare to lose speed and touch down actually at the displaced threshold. Tip when coming from the East to identify the airport: look for the white Ariane 5 rocket mock-up of the Aerospace museum, just next to the airport, across the motorway. A must to visit, by the way."
17921,14941,299082,"IN-0065","2013-05-27 21:35:32",,"re: re: amravati airport..","when the hell the airport in Amravati city will be completed"
17920,15555,23910,"US-12060","2013-05-27 21:33:21",,"re: Unusable no kidding","It is for sale as an airfield. Who are they kidding ?"
17919,15555,23910,"US-12060","2013-05-27 21:32:17",,"Unusable no kidding","Don'tg even think about it. This is NOT an airfield by ANY definition"
17918,15554,23910,"US-12060","2013-05-27 21:28:21",,"Unusable","Very uneven, unmowed, very narrow [next to ordhard] , LP gas tank right next to 'runway'. 
This might have been a grass strip usable by a Piper cub at one time, but it is NOT SAFE to consider this even in an emergency !
If this was ever used, it has been years. I repeat not safe."
17917,15553,41258,"FAKB","2013-05-27 07:05:49",,"Lift needed - Kosi Bay to Richards Bay","Good day

We need a lift from Kosi Bay to Richards Bay and back on Friday 21 June please.
We are visiting Ponta Malongane and my wife needs to go to Richards Bay for dialysis on that day, so if anybody can offer us a lift it will be great, we will pay for fuel etc.

Thank you.
Nihan de Kock"
17916,15552,26433,"VAAU","2013-05-27 06:35:59",,"semi-international airport","This airport also handles flights to Jeddah."
17914,15550,29143,"EGHJ","2013-05-27 02:13:43",,"Great airfield, friendly and helpful staff","It's great Bembridge is fully open again and I can vouch the staff are friendly and helpful.  I go there frequently in my R44 heli; make a day of it and eat at the Propeller Inn, adjacent to the airfield, or walk to the Crab and Lobster Inn (about 30 mins along beach)."
17912,15548,28251,"CAE7","2013-05-26 22:16:42",,"Commercial float plane","Hi, is there any commercial company that will fly passengers to Harrison Lake?"
17911,15547,26565,"VIJU","2013-05-26 12:50:15",,"jammu airport","Good but not up to the mark needs more de elopement"
17910,15546,39711,"CA-0065","2013-05-26 09:16:09",,"My dad worked there in 1951 0r 52","Delighted to see the work you have done to preserve the memory of this epoch.

Jim Cougle"
17909,15545,662,"CA-1008","2013-05-26 03:58:49",,"Runway condition","Wind sock ripped and unreliable, runway still in decent shape despite some overgrowth, at least 2000ft good, as of Aug 2012.  tall trees on either end"
17907,14941,299082,"IN-0065","2013-05-25 13:51:34",,"re: re: amravati airport..","when the hell the airport in Amravati city will be developed"
17906,15543,5689,"RPLL","2013-05-25 06:58:16",,"Maging Patas KAU mga Anak ng Demonyo Immigration officer","they are making lots of money together with their partner agency NBI my Tita was accused of Human Trafficking WTF....Mga taga Immigration Staff sa NAIA PUtang INa nio magtrabaho kau ng patas...mga patay gutom.  Nakakalimutan ko pinagaralan ko sa mga kademonyuhan ninyo."
17904,15541,31055,"FAOR","2013-05-25 03:21:32",,"thanks","Excellent web site, saved me many hours waiting at the airport!"
17902,9453,744,"CA-1014","2013-05-24 20:31:25",,"re: Wow","Isn't this strip closed now?"
17900,10260,299082,"IN-0065","2013-05-24 15:32:14",,"re: amravati airport..","when the hell the airport in Amravati will be developed"
17899,15538,26514,"VEMZ","2013-05-24 15:25:42",,"muzaffarpur airport","ab bahut jaruri ho gya hai ki ek airport ho muzaffarpur me...:"
17898,15537,10070,"33TA","2013-05-24 11:44:01","garybuster","current manager's tele # is out of service","Current manager's tele # is no longer in service."
17897,10260,299082,"IN-0065","2013-05-24 09:33:04",,"re: amravati airport..","when the hell the airport in Amravati city will be developed"
17896,15451,299082,"IN-0065","2013-05-24 06:56:08",,"re: amravati airport..","when the hell the airport in Amravati city will be developed"
17895,15533,5689,"RPLL","2013-05-24 01:20:53",,"re: Trauma sa NAIA","Magpadala po kayo ng complain sa xinfo@immigration.gov.ph
isumbongmokaytulfo@abs-cbn.com
xxx@abs-cbn.com
dojac@doj.gov.ph"
17894,15536,308759,"TH-0004","2013-05-24 01:06:10","lerpun","Runway","R/w 18-36
No Radio control
Contract Khun Surachai Mobile 089-6959875"
17893,15535,308758,"TH-0003","2013-05-24 00:54:51","lerpun","Runway and Radio control","R/W 07-25
Radio 122.30 Mhz"
17892,15534,308758,"TH-0003","2013-05-24 00:49:26","lerpun","Runway","07 -25"
17891,15533,5689,"RPLL","2013-05-23 18:00:48",,"Trauma sa NAIA","I was looking all over net where I can air this complaint. Nakakawala kasi talaga ng respeto sa mga pilipino lalo na yung mga staff ng Ninoy Aquino International Airport na walang pakialam kahit sa kapwa nila pinoy. Nuong Last week pabalik kami ng asawa ko na ibang lahi sa pagtratrabahuan namin sa abroad. Before that, I have heard lots of not good stories about NAIA specially the balikbayans. I was just thankful when we arrive at the port it was all smooth for both of us. Yun ang akala ko. 

I dont know how this will reach this to our government pero sana nga may makabasa at makarating sa kanila. Dahil Foreigner ang asawa ko we have to buy visa from the country where we are working. It was stamp valid till this specific date. Ang siste pagpasok sa immigration mahihiwalay ang foreigner so they crashed out by pen yung given date and made it shorter without explaining to the poor foreigner na eto lang stay mo sa pinas and you need to pay extra if you'd like to extend. Sana man lang yun eh sinabi ng lintik na staff na yan sa immigration so nagkaidea din kami agad. Kasi tiwala ang husband ko di siya over dun sa date. 

In-short nahold kami paguwi. Dahil na rin siguro first timer kami ng uwi sa pinas at paalis galing vacation dun lang namin nakita yung ginawa ng staff so nashock ako. Malay din naman nang asawa ko sa sistema which was not explained to him during the time we land in the Philippine airport. So we were directed at the Immigration Cashier kuno. At hinihingian kami ng five thousand at three hundred plus dahil nagoverstay daw ng 5 days. 

Halos mahimatay ako at wala na kami cash dahil nga pauwi kami. Sabi ng cashier pumunta daw kami sa supervisor. Ang magaling na supervisor kaganda ng sagot. Wala daw siya magagawa dahil yun daw ang patakaran kung gusto daw namin magreklamo sa consul na nasa labas pa nang airport. Ayos ang sagot niya. 2 HOURS  na lang eh paboard na kami. Tinatry ko talaga sila tanungin anong pwedeng gawin. Nakiusap na iwan ko lahat ng pera basta sana maless or makahingi kami ng tulong man lang sa sino mang mas higher sa kanya (Supervisor) To think na OFW ako, ganun pala sila wala silang maitutulong satin pagnangailangan tayo samantalang for all the world knows, OFW ang nagpapasok ng kita sa bansa natin. Bakit ganun pag tayo nangailangan parang ang sagot nila: MAMATAY KA. 

Ganunpaman. Nagawan ng husband ko ng paraan. Nagpapalit siya di oras ng pera which is budget sana paguwi dahil wala pa kaming dadatnan na sahod. Ang bottom line dito eh sana magkaroon naman nang puso at sistema ang NAIA lalo na sa mga OFW at sa mga foreigner. Nakakatrauma ginawa nila at nakakahiya para sa isang pilipino. Hindi lahat ng foreigner mapera. Pinatunayan lang sa airport natin talagang money-maker tayo. Grabe. Sana din itrain nyo mga tao nyo. Iexplain nila sa mga lalo na first timer pupunta ng pilipinas ang system para sa huli hindi nagkakapeste-peste. 

Nahihiya ako at ganun ang nagyari samin dun parang ayaw na tuloy bumalik ng asawa ko dun. Sana makarating to sa kinauukulan. Magformulate kayo ng OFW assistance man lang hindi yung OFW service na nagbabayad ang mga balikbayan sa inyo. Mahiya kayo!!!"
17890,15532,27983,"YTFD","2013-05-23 16:54:54",,"help","im trying to book a flight to tenterfield   can anyone help me plzzzz"
17889,15531,5212,"OJAI","2013-05-23 15:35:21",,"Complaints about Queen Alia airport","I found the airport excellent - far better than many other airports. I came from Istanbul, and left a few days later to Bangkok. My experience - visa etc was that the airport is efficient, very modern, and offers a low stress arrival/departure. I saw no evidence for the complaints I have seen others make of the airport."
17888,15530,4344,"LIMJ","2013-05-23 11:54:46",,"is it the same airport? if I book Genova sestri or cristofor","Is there just the one airport in Genova that has flights to London?"
17887,15529,302296,"HCMD","2013-05-23 07:42:46",,"Elevation (ARP)","367 ft or 112 meters from Google Earth"
17886,15528,26434,"VABB","2013-05-23 07:35:00",,"Excellent airport","I went to CSIA few days ago to leave my relatives travelling to the USA.The airport is much better,bigger,more secure and high standard now.The terminal 3 of the airport is now nearing possession,and same about the metro rail station and new ATC tower.The airports is also very clean and luxurious.This one is one of the best airports I've ever seen."
17885,15451,299082,"IN-0065","2013-05-23 05:50:50",,"re: amravati airport..","when the hell the airport in Amravati city will be developed"
17884,15527,31045,"ZA-0332","2013-05-22 15:53:00",,"hermanus airport flight simulator","here are directions for testing the proposed new hermanus airport in FSX: avcom.co.za/phpBB3/viewtopic.php?f=11&t=111010

and here is a discussion thread regarding the proposed design on a South African pilots enthusiast forum: avcom.co.za/phpBB3/viewtopic.php?f=1&t=94929"
17883,15526,5072,"OAKB","2013-05-22 06:26:05",,"About website","It is a very good informative website . thanks for creation"
17882,15362,5687,"RPLC","2013-05-22 05:47:12",,"re: female immigration officer","Mga IO ang walang modo. akala kung sino sila. maski saan airport sa atin ganyan ugali nila."
17879,15523,38587,"YSOW","2013-05-21 00:16:34",,"southwell Airstrip","I didn't land there but drove my pajero down at 140km and measured 1,600m of good flat clear runway from east to west, wind sock located on the northern side at the western end, Cairns mail plane (Twin prop) lands here weekly. nearest sealed airstrip is Pompuraaw 114km (By Rd to the west. 15/05/2013 Ben Houlihan"
17878,15522,3902,"KSSI","2013-05-20 10:06:47","Komatoast","FBO","Very friendly and accommodating"
17877,15521,27786,"YMLS","2013-05-20 03:27:32","182RG","Miles airport upgrade","The current airport is closed (NOTAM) for upgrading. Bitumen strip to take aircraft the size of the Dash 8. No idea on the estimated completion date.
Airport is about 10Km south of the town. 
Hope this helps."
17876,15520,26518,"VEPU","2013-05-19 02:41:31",,"About Purnea Airport","I wanna know that if there is any plane service for purnea airport or not. If there is no plane service then plz start it as soon as possible.This is my humble request to the authorities."
17875,15519,5741,"RPVK","2013-05-18 21:29:01",,"to zest air","d maganda ang pamamalakad sa loob ng airport ng kalibo lalong lalo na ang zest air personnel... kaya ako ayaw ko nang sumakay pa sa zest air..."
17874,15518,26572,"VIPL","2013-05-18 03:32:12",,"nice journey","I like to have one flight in Patiala airport"
17873,15517,5687,"RPLC","2013-05-17 19:59:29",,"singapore trip","it's my first international trip to singapore and i booked my flight ang departure ay sa DMIA... nagkamali ba ako pagpili? hahaha... para kasing sa mga nababasa ko, nakakatakot mga IOs... i'm travelling alone and i did a last minute booking to singapore yesterday may 17 and my trip is already on May 23... i have a 20kg check in luggage... first time so di ko na naisip na bawasan ito... does it matter yung mga things na yun? hay sana maging ok naman lahat... its may first time tapos ganun lang pala mangyayari..."
17872,15129,26563,"VIJP","2013-05-17 09:49:35",,"re: International flight connection to Jaipur","It will never start. All the concern officials are too corrupt. They all think of their own
Benefit and not for public service or facilities. All the politicians are busy looting janta's
money and sucking their blood. Shame on you ALL POLITICIANS."
17871,15516,3319,"VEDH","2013-05-17 04:43:13",,"A.P","I request to central as well as state govt. pls start the airport in darbhanga (Mithila)"
17870,15515,2513,"EHAM","2013-05-16 17:25:12","americageo","Aerial View","Aerial View of Amsterdam Airport Schiphol http://www.topworldimages.com/Amsterdam_Airport_Schiphol.htm"
17869,15514,3303,"VAJL","2013-05-16 06:42:46",,"jalgaon airport","it will be nice to see flights taking of from jalgaon to go to mumbai & other nearny places..."
17867,15512,44968,"IR-0006","2013-05-15 17:42:41",,"اندیمشک","فرودگاه قدیمی اندیمشک جاده سد کرخه"
17863,15157,5689,"RPLL","2013-05-15 09:58:45",,"re: NAIA worst airpot","agree"
17862,15510,2395,"EGBP","2013-05-15 09:13:12","cliffair","new name","Kemble airport renamed Cotswold airport"
17861,15509,5689,"RPLL","2013-05-15 01:53:09",,"allowable size of tv to be carry","Good day, just want to ask if I carry a 40"" led tv as baggage. Do I have to pay something or they will allow it in the NAIA Airport. Because some says its free when I'm an OFW. Thanks hope for feedback and someone will answer. From KSA"
17860,15508,26618,"VOMM","2013-05-13 14:56:24",,"7 minute limit for drop chennai airport ...","Dear Sir,

I am pointing out illogical limit and creating a scenario to charge practically everyone. I gave lot of thinking hence presenting a logical picture to request you rectify it appropriately:

1. The distance one has to cover from entry punching to exit punching is more than one kilometer.(Measurement taken from google earth for chennai airport)
2. There are numerous speed breakers you cannot go beyond 10 kilometer per hour.
3. The time starts from the punching point and ends at exit point, this I observe the operator punches the moment car he sees approaches, this means it punches 5 to 10 seconds earlier.
4. If there is queue at exit punching point will add further additional time.
5. While talking to operator I come to know that system time is set manually which might bring additional discrepancies.

With this observation: the time taken to travel will take = minimum 6 minuite 10 sec (according to first 3 points)

With points 4 and 5 there are chances there indeterminate bias towards collection.

In earlier I saw that every second matters. This is ridiculous statement in response of previous comments. Is airport is racing place- you are creating a situation where public outcry or accidents will result in future. The best least count in this case should be minute and not seconds.  If you are for seconds than no human intervention for any punching points, and no queue condition need to be fulfilled. 

I hope you have understood the issue and a take a note of my observation and correct it appropriately, as today I was not wrong and charged around Rs 79/- for 7min 27 sec. The operators are failed to understand my point but I am sure you cannot disprove any of my point."
17859,15507,45097,"US-0058","2013-05-13 10:44:37",,"Fence locations","I'd like to see where the fences are, I understand that is the only real hazard. lol"
17858,14520,46381,"BS-0004","2013-05-13 03:45:25",,"re: Cave Cay Air Strip","2800 ft, packed coral"
17857,15506,5220,"OKKK","2013-05-11 14:54:06",,"comments","excellent and outstanding information on the internet"
17856,15505,2533,"EIDW","2013-05-11 12:20:42",,"Runway perm closed 29/11","This runway, 29/11 is permanently closed."
17850,15499,1295,"CNC4","2013-05-10 10:56:30",,"Birthday Surprise","This is going to be a very odd request, but I won't have an answer unless I ask. :)
Is it possible for a small plane to fly over a 1 acre property in Morriston just south of the 401, to drop small bags of candy for a child's birthday party? How much would it be?
Obviously the kids would be protected from any falling missiles once a specific time is arranged.
Thank you.
Connie"
17849,15488,2219,"EDDN","2013-05-10 09:12:50","ptomblin","re: Frequencies are very outdate","If you have better information, please provide it."
17848,15498,30034,"FAKV","2013-05-10 08:33:39",,"Name","It should be spelled Koffiefontein no Koffy!"
17847,15497,2613,"EPKT","2013-05-09 21:27:47",,"NDB Changes","P 588 kHz u/s Apr 2007. Changed to KTW 326 kHz May 2007"
17846,15496,2613,"EPKT","2013-05-09 21:23:51",,"NDB Changes","P 588 kHz u/s Last Apr 2007
PT 285 now KTC Aug 2001"
17845,15495,26554,"VIDN","2013-05-09 12:15:01","AVI658","CHANGE IN PRESENT DEHRADUN AIRPORT","NEWLY CONSTRUCTED AIRPORT MAP NEEDS TO BE UPDATED"
17843,15303,2118,"DNMM","2013-05-08 17:44:17",,"re: drug test before boarding plane","Its because your friend is in Nigeria"
17842,15493,6527,"00AZ","2013-05-08 16:17:31",,"the Cordes Airport is private and closed --","the Cordes Airport is private and closed --"
17841,15492,5689,"RPLL","2013-05-08 02:49:13",,"Tignan natin","Sana di mangyari sa akin mga nakapost dito dahil..."
17840,15491,308629,"NZ-0019","2013-05-07 13:04:39","Monty87838","Flying here","You CANNOT fly here. Just I case anyone would be stupid enough to fly here"
17839,15343,26518,"VEPU","2013-05-07 13:03:14",,"re: What about Bhagalpur airport?","No one is ready to bell the cat"
17838,15490,299629,"WADL","2013-05-07 07:37:17",,"I would like information on how to transfer to Kuta from the","I would like information on how to transfer to Kuta from the airport other than by taxi"
17837,15489,299082,"IN-0065","2013-05-07 07:01:12",,"start air line","start air line in akola or amravati"
17835,15111,35178,"RPVB","2013-05-06 07:34:04",,"re: CCTV CAMERAS","cla lang rin ng nkaw nyan mga staff sa airport kc mga mag nanakaw lhat yan mga walang pakiramdam sa lahat ng passenger mga bastos pa kausap"
17832,15488,2219,"EDDN","2013-05-06 02:03:56",,"Frequencies are very outdatet","Please correct the frequencies or take them out."
17831,15352,5687,"RPLC","2013-05-06 01:57:33",,"re: First time at clark","....If i were you, better to go in Manila Airport... =)"
17830,15487,1885,"CYRB","2013-05-05 21:39:37","Mick11","First Air friend reported drunken fss, drunken maintenance c","I was just chatting with a friend who works for First Air up in Resolute. He was telling me that this past fall the CARS guy was wasted at work and they had to wake him up. Then later the same week the maintenance guy was suspended for driving drunk on the airstrip. He was telling me that first air had a bad crash there last year, a 737. Loss of life/aircraft. He said the guys were playing video games in the office when it happened. The weather was way off from what the guy was reporting then (the same guy who was drunk and had to be woken up before). Somebody has to stand up and do something about this kind of lawless operation in the north. It's aviation for x sakes, not a janitorial business. Transport should run these northern communities directly to ensure they are operated up to standard. How many people are going to die or risk their lives before something is done?"
17828,15485,1685,"CYCB","2013-05-05 20:52:54","Mick11","Pretty good","One of the 3 acceptable operations in the north. (Iquialiut and Rankin Inlet are the other two)"
17827,15484,1754,"CYGZ","2013-05-05 20:49:58","Mick11","re: Not the base for Borek but anyway","*should read rwy 14/32"
17826,15484,1754,"CYGZ","2013-05-05 20:48:15","Mick11","Not the base for Borek but anyway","Borek is based in Calgary. The have an ops in iqualiut and resolute. Forget landing here in anything but a gentle breeze. Tight approach rwy 35 i think. RWY17 is for CAVOK and calm, daylight only. Takeoff is 17 only. The strip has some soft spots, a small wheeled plane could definitely end up in trouble here. I can't remember how long the strip is but less than 2000'. Seldom staffed. Drunk weather guy, drunk maintenance. Or if you are lucky they are all together absent. The most unreliable operation I have seen (possibly tied with Coral Harbor NWT or Iglooklik.) That is a place that I would be happy and relieved to here a VGM from! Pathetic operation it is."
17824,15482,1978,"CYYH","2013-05-05 20:20:20","Mick11","Watch out!","The maintenance folk go on and off the strip whenever they feel like it. Radio man is clueless about it.  I was taking off here once and just as I was turning at the button the truck casually meandered out on the runway. When he saw me (almost on top of the plane he darted back and forth like a deer in the lights kinda thing. I called up CARS and asked her to repeat the traffic. She said (cheerily) none to report. I said ok thanks, just checking...heh heh (shakes his head)"
17823,15481,1668,"CYBB","2013-05-05 20:11:40","Mick11","Same old same old north of 60...","The weather guys here are clueless. Hard to get people to show up when you want them to, airport operation isn't what I would call 'safe'. Same all over Canada's north."
17822,15480,5750,"RPVW","2013-05-05 11:05:44",,"borongan airport","wala naman pumuntang airplane sa bor hanggang ngayon!!!"
17820,15478,26434,"VABB","2013-05-05 07:45:08",,"Nice","When both Mumbai and Delhi airports combined,then they handle more than 75% of air traffic in South Asia.They both are also one of the most luxurious airports in Asia."
17819,15332,1295,"CNC4","2013-05-04 20:55:57","mch","re: Top speed run","certainly not at guelph"
17818,15330,1295,"CNC4","2013-05-04 20:54:51","mch","re: Prom Banaster","here's an excellent pilot at Brampton who does this"
17817,15477,5235,"OMDB","2013-05-04 06:03:16","Anuj","Rwys open","All the Runways are open."
17816,15442,26618,"VOMM","2013-05-04 02:55:56",,"re: Collect your balance at the exit toll","Is there facility for long term parking

how much does it cost"
17815,15476,27074,"YMRB","2013-05-03 22:32:45",,"Moranbah Airport","What is the address of the Airport."
17814,15475,4148,"LFLY","2013-05-03 15:45:19","greghm","Large Airport","Friendly for GA. Jet traffic also on the airport. In a D airspace. Nice scenery of the Mont Blanc when the weather permits."
17813,14465,27188,"ZBAA","2013-05-03 11:25:22",,"re: Tour/business service,Beijing airport car/van transfer p","this is for comments about the airport, not an advertising billboard for your questionable business!!!!"
