"id","airport_ref","airport_ident","length_ft","width_ft","surface","lighted","closed","le_ident","le_latitude_deg","le_longitude_deg","le_elevation_ft","le_heading_degT","le_displaced_threshold_ft","he_ident","he_latitude_deg","he_longitude_deg","he_elevation_ft","he_heading_degT","he_displaced_threshold_ft"
235945,4185,"LFPG",8858,197,"CON",1,0,"08R",48.99290084838867,2.565659999847412,336,85.1,,"26L",48.99489974975586,2.6024301052093506,316,265.1,
235948,4185,"LFPG",8858,197,"ASP",1,0,"09L",49.02470016479492,2.5248899459838867,378,85.3,,"27R",49.02669906616211,2.561690092086792,392,265.3,
235947,4185,"LFPG",13780,148,"ASP",1,0,"09R",49.020599365234375,2.5130600929260254,370,86,,"27L",49.02370071411133,2.5702900886535645,387,266,1969
506978,28974,"LFPH",1968,164,"Grass",0,0,"04",,,200,37,368,"22",,,207,217,
506979,28974,"LFPH",2132,164,"Grass",0,0,"11",,,,107,,"29",,,202,287,443
513859,30241,"LFPI",1148,164,"GRS",0,0,"06",,,,,,"24",,,,,
235976,4186,"LFPK",4593,66,"PEM",0,0,"09",48.83760070800781,3.006269931793213,470,91,,"27",48.837501525878906,3.025330066680908,457,271,
260347,4186,"LFPK",5217,66,"paved",0,0,"09C",48.837639,3.003639,470,,,"27C",48.837502,3.025306,457,,
235978,4186,"LFPK",2132,164,"GRS",0,0,"09L",48.83869934082031,3.0149500370025635,466,91,,"27R",48.838600158691406,3.023819923400879,458,271,
235977,4186,"LFPK",2165,262,"GRS",0,0,"09R",48.835201263427734,3.0011401176452637,464,91,,"27L",48.83509826660156,3.010159969329834,464,271,328
313902,28975,"LFPL",2296,65,"Paved",0,0,"08",48.820591,2.62132,354,82,,"26",48.82151,2.630755,355,262,
313908,28975,"LFPL",3608,328,"Grass",0,0,"08R",,,365,82,,"26L",,,357,262,
236025,4187,"LFPM",4265,98,"ASP",0,0,"01",48.60609817504883,2.6709799766540527,295,13,,"19",48.61750030517578,2.6748499870300293,302,193,
236026,4187,"LFPM",6480,148,"ASP",1,0,"10",48.60649871826172,2.663290023803711,296,103,,"28",48.602298736572266,2.6892900466918945,300,283,279
235836,4188,"LFPN",3609,98,"ASP",1,0,"07L",48.75120162963867,2.0987300872802734,538,70,,"25R",48.754398345947266,2.1129000186920166,503,250,
235835,4188,"LFPN",3445,98,"ASP",1,0,"07R",48.7495002746582,2.0997400283813477,536,70,,"25L",48.752601623535156,2.113179922103882,499,250,
236054,4189,"LFPO",7874,197,"CON",1,0,"02",48.717498779296875,2.376699924468994,287,18,,"20",48.737998962402344,2.386970043182373,287,198,
236055,4189,"LFPO",11975,148,"ASP",1,0,"06",48.720001220703125,2.316920042037964,283,62,984,"24",48.73550033569336,2.360680103302002,284,242,
236056,4189,"LFPO",10892,148,"CON",1,0,"07",48.719398498535156,2.3585898876190186,277,74,,"25",48.72740173339844,2.4020700454711914,287,254,1427
312593,28976,"LFPP",2290,62,"ASPH",1,0,"07",49.107574,2.731686,387,67,,"25",49.110085,2.740461,387,247,
312594,28976,"LFPP",2700,164,"Grass",0,0,"07R",49.10617,2.73217,384,67,100,"25L",49.10917,2.74233,385,247,
312604,28977,"LFPQ",2297,59,"paved",1,0,"12L",,,361,119,,"30R",,,371,299,430
312605,28977,"LFPQ",2362,164,"Grass",0,0,"12R",,,361,119,,"30L",,,371,299,430
235985,4190,"LFPT",5541,154,"ASP",1,0,"04",49.087799,2.0274,274,45,,"22",49.098598,2.04365,312,225,558
235986,4190,"LFPT",5079,148,"ASP",0,0,"12",49.10191,2.025665,323,118,197,"30",49.095348,2.044373,317,298,584
259976,28978,"LFPU",2707,,"Grass",0,0,"06",,,246,,492,"24",,,253,,
235974,4191,"LFPV",5948,148,"ASP",1,0,"09",48.77410125732422,2.1892800331115723,584,88,,"27",48.774600982666016,2.2139298915863037,576,268,
259910,28979,"LFPX",2707,197,"Grass",0,0,"05",,,425,,,"23",,,419,,
315155,28979,"LFPX",2329,328,"Grass",0,0,"10",,,,,,"28",,,,,
260032,28981,"LFPZ",2919,328,"GRS",0,0,"11L",48.81468200683594,2.062061071395874,373,113,426,"29R",48.811561584472656,2.0731019973754883,362,293,367
260031,28981,"LFPZ",2838,196,"GRS",0,0,"11R",48.81340026855469,2.0624020099639893,369,113,442,"29L",48.810386657714844,2.0731730461120605,365,293,344
235960,4192,"LFQA",3773,98,"ASP",1,0,"07",49.20669937133789,4.149809837341309,307,66,640,"25",49.210899353027344,4.164289951324463,306,246,1066
236000,4193,"LFQB",2408,328,"GRS",0,0,"05",48.31744384765625,4.008743762969971,388,52,426,"23",48.32109069824219,4.015574932098389,371,232,
236001,4193,"LFQB",5413,98,"ASP",1,0,"17",48.329498291015625,4.015329837799072,372,174,,"35",48.314701080322266,4.017749786376953,374,354,377
236002,4193,"LFQB",2953,328,"GRS",0,0,"17R",48.325599670410156,4.0124897956848145,387,173.7,,"35L",48.317501068115234,4.013820171356201,382,353.7,
235911,4194,"LFQC",3410,66,"ASP",0,0,"09",48.59339904785156,6.536409854888916,794,92,,"27",48.593101501464844,6.55049991607666,794,272,
567156,4194,"LFQC",2460,246,"grass",0,0,"09R",,,785,91,,"27L",,,788,271,
249981,28982,"LFQD",,,"UNK",0,0,"04",,,328,,,"22",,,335,,
235949,4195,"LFQE",7874,148,"ASP",1,0,"01",49.216400146484375,5.66834020614624,738,13.6,,"19",49.23740005493164,5.676070213317871,768,193.6,
260348,4195,"LFQE",,,"UNK",0,0,"02",,,738,,,"20",,,768,,
235968,4196,"LFQF",3350,98,"ASP",1,0,"18",46.971900939941406,4.260570049285889,991,180,,"36",46.96269989013672,4.260459899902344,997,360,
235969,4196,"LFQF",2087,164,"GRS",0,0,"18L",46.971500396728516,4.26108980178833,995,180,,"36R",46.96580123901367,4.26108980178833,998,360,
235928,4197,"LFQG",5348,98,"ASP",1,0,"12",47.006500244140625,3.104249954223633,568,121.8,525,"30",46.99869918823242,3.122420072555542,581,301.8,1280
259909,28983,"LFQH",3133,328,"Turf",0,0,"02",,,906,17,,"20",,,870,197,
269333,4199,"LFQJ",2625,263,"GRS",0,0,"05L",,,,,,"23R",,,,,
236022,4199,"LFQJ",4265,98,"ASP",0,0,"05R",50.306400299072266,4.026579856872559,447,48,,"23L",50.31420135498047,4.040170192718506,440,228,
259903,28984,"LFQK",4921,230,"grass",0,0,"04L",,,311,,,"22R",,,314,,
259902,28984,"LFQK",4921,262,"grass",0,0,"04R",,,314,,,"22L",,,320,,
246297,28985,"LFQL",0,0,"UNK",0,0,"03",,,167,,,"21",,,131,,
246298,28985,"LFQL",0,0,"UNK",0,0,"09",,,,,,"27",,,,,
236045,4200,"LFQM",4593,75,"ASP",1,0,"05",47.20280075073242,6.076260089874268,1266,53,1017,"23",47.21030044555664,6.091100215911865,1260,233,197
326329,28986,"LFQN",2100,164,"grass",0,0,"03",,,233,,,"21",,,239,,
252286,28986,"LFQN",1959,66,"paved",0,0,"09",,,249,,,"27",,,239,,
260353,28987,"LFQO",2749,262,"Grass",0,0,"07L",,,65,,,"25R",,,70,,
246299,28987,"LFQO",2749,164,"Grass",0,0,"07R",,,,,,"25L",,,,,
260352,28987,"LFQO",2789,262,"Grass",0,0,"17L",,,67,,,"35R",,,62,,
326330,28987,"LFQO",2789,164,"Grass",0,0,"17R",,,,,,"35L",,,,,
235919,4201,"LFQP",7205,148,"ASP",1,0,"06",48.76089859008789,7.187990188598633,996,57,,"24",48.77149963378906,7.213119983673096,1017,237,
235883,4202,"LFQQ",5184,98,"ASP",1,0,"01",50.56010055541992,3.0854599475860596,148,15,,"19",50.57379913330078,3.091140031814575,153,195,
235884,4202,"LFQQ",9268,148,"ASP",1,0,"08",50.56290054321289,3.083009958267212,157,78,,"26",50.56850051879883,3.122230052947998,132,258,918
247719,28989,"LFQS",,,"UNK",0,1,"04",,,174,,,"22",,,157,,
247720,28989,"LFQS",2953,328,"G",0,0,"12",,,167,,,"30",,,160,,
236014,4203,"LFQT",6037,98,"ASP",1,0,"04",50.61180114746094,2.6343400478363037,61,37,197,"22",50.624900817871094,2.6501500606536865,60,217,
260021,28990,"LFQU",2854,,"UNK",0,0,"09",,,787,,,"27",,,837,,
235933,4204,"LFQV",4921,98,"ASP",1,0,"11",49.7864990234375,4.637430191040039,492,112.1,,"29",49.78139877319336,4.656710147857666,482,292.1,656
235997,4205,"LFQW",4731,66,"ASP",1,0,"08",47.637699127197266,6.19474983215332,1181,82,,"26",47.63949966430664,6.213769912719727,1249,262,
259942,28991,"LFQX",2953,,"UNK",0,0,"07",,,1056,,,"25",,,1129,,
259918,28993,"LFQZ",2707,,"UNK",0,0,"05",,,722,,,"23",,,722,,
235897,4206,"LFRB",2297,59,"ASP",0,0,"07L",48.449798583984375,-4.422420024871826,311,71,,"25R",48.451900482177734,-4.413410186767578,317,251,
235896,4206,"LFRB",10171,148,"ASP",1,0,"07R",48.44340133666992,-4.438350200653076,289,71,,"25L",48.452301025390625,-4.398690223693848,312,251,984
235840,4207,"LFRC",8005,148,"ASP",1,0,"10",49.652198791503906,-1.4868600368499756,452,100.7,,"28",49.648101806640625,-1.453660011291504,428,280.7,
235972,4208,"LFRD",4708,148,"ASP",0,0,"12",48.59049987792969,-2.0888800621032715,209,115,,"30",48.584999084472656,-2.0713000297546387,213,295,476
235973,4208,"LFRD",7218,148,"ASP",1,0,"17",48.59809875488281,-2.0826799869537354,193,170,,"35",48.5786018371582,-2.0775599479675293,198,350,
235959,4209,"LFRE",3117,82,"ASP",0,0,"11",47.29010009765625,-2.351840019226074,105,107,,"29",47.287601470947266,-2.339829921722412,100,287,
235842,4210,"LFRF",3150,98,"ASP",1,0,"06",48.880501,-1.57149,44,65,,"24",48.884201,-1.55965,29,245,443
235962,4211,"LFRG",8366,148,"ASP",1,0,"12",49.37049865722656,0.138714000582695,472,117,1476,"30",49.36009979248047,0.1699330061674118,466,297,1378
235871,4212,"LFRH",5479,148,"CON",1,0,"02",47.75619888305664,-3.441809892654419,144,16,,"20",47.770599365234375,-3.435610055923462,160,196,
235872,4212,"LFRH",7884,148,"CON",1,0,"07",47.75630187988281,-3.45917010307312,134,72,,"25",47.76300048828125,-3.428730010986328,140,252,567
235975,4213,"LFRI",5085,98,"ASP",1,0,"10",46.70330047607422,-1.3885600566864014,288,102,,"28",46.700599670410156,-1.368690013885498,291,282,951
235920,4214,"LFRJ",8858,148,"CON",1,0,"07",48.52669906616211,-4.169169902801514,330,73,,"25",48.533599853515625,-4.134170055389404,336,253,
235912,4215,"LFRK",3871,98,"ASP",0,1,"05",49.1708984375,-0.4544689953327179,256,52,,"23",49.1775016784668,-0.4417079985141754,214,232,
235913,4215,"LFRK",6233,148,"ASP",1,0,"13",49.180999755859375,-0.46641701459884644,232,125,984,"31",49.17110061645508,-0.44516900181770325,233,305,
350002,4215,"LFRK",2624,164,"Not paved",0,0,"13L",,,223,125,,"31R",,,234,305,
236016,4216,"LFRL",3635,131,"ASP",1,0,"05",48.27859878540039,-4.450960159301758,272,51,,"23",48.2849006652832,-4.439209938049316,269,231,
260350,4216,"LFRL",,,"UNK",0,0,"06",,,272,,,"24",,,269,,
236017,4216,"LFRL",2133,177,"GRS",0,0,"13",48.28390121459961,-4.446269989013672,,128,,"31",48.28020095825195,-4.439340114593506,,308,
236048,4217,"LFRM",4658,98,"ASP",1,0,"02",47.941898345947266,0.19798900187015533,160,20,,"20",47.953800201416016,0.2045920044183731,182,200,918
540885,4217,"LFRM",3182,262,"GRS",0,0,"02R",,,,,,"20L",,,,,
236034,4218,"LFRN",6890,148,"ASP",1,0,"10",48.073699951171875,-1.7460999488830566,80,101,230,"28",48.0702018737793,-1.7183899879455566,120,281,
236035,4218,"LFRN",2788,98,"ASP",0,0,"14",48.06990051269531,-1.7404999732971191,110,142,,"32",48.063899993896484,-1.733530044555664,109,322,
236039,4219,"LFRO",5577,148,"ASP",1,0,"11",48.75659942626953,-3.4827098846435547,277,107.1,754,"29",48.75199890136719,-3.4607698917388916,285,287.1,590
259995,28995,"LFRP",2805,,"UNK",0,0,"10",,,236,,,"28",,,230,,
235923,4220,"LFRQ",2657,148,"ASP",0,1,"04",47.96889877319336,-4.173590183258057,296,33,,"22",47.974998474121094,-4.167789936065674,292,213,164
235924,4220,"LFRQ",7054,148,"ASP",1,0,"09",47.97570037841797,-4.18533992767334,293,94,344,"27",47.9744987487793,-4.156599998474121,275,274,
235944,4221,"LFRS",9514,148,"ASP",1,0,"03",47.1416015625,-1.6195399761199951,73,28,,"21",47.164798736572266,-1.6018999814987183,86,208,694
236023,4222,"LFRT",7218,148,"ASP",1,0,"06",48.53310012817383,-2.867379903793335,450,58.7,,"24",48.543399810791016,-2.8418400287628174,431,238.7,
236009,4223,"LFRU",5305,118,"ASP",1,0,"04",48.59769821166992,-3.8229401111602783,250,41,459,"22",48.60879898071289,-3.8088300228118896,262,221,
545813,4223,"LFRU",1548,262,,0,0,"09",,,,90,,"27",,,,270,
260354,4223,"LFRU",2772,262,"UNK",0,0,"15",,,249,153,,"33",,,269,333,
235898,4224,"LFRV",5020,148,"ASP",1,0,"04",47.717899322509766,-2.7249600887298584,429,39,,"22",47.728599548339844,-2.7120800018310547,437,219,
235899,4224,"LFRV",3363,197,"GRS",0,0,"08",47.7239990234375,-2.7313098907470703,433,82,328,"26",47.72520065307617,-2.717780113220215,440,262,
235865,4225,"LFRZ",7874,148,"ASP",1,0,"07",47.30910110473633,-2.1644299030303955,12,73,,"25",47.31529998779297,-2.133929967880249,11,253,
259890,28997,"LFSA",3182,,"UNK",0,0,"07",,,807,,,"25",,,807,,
236006,4226,"LFSB",5626,197,"CON",1,0,"07",47.5880012512207,7.51692008972168,881,77,,"25",47.59170150756836,7.541069984436035,884,257,722
236007,4226,"LFSB",12795,197,"CON",1,0,"15",47.617698669433594,7.5098700523376465,865,155,,"33",47.585899353027344,7.5319600105285645,882,335,
235866,4228,"LFSD",5905,118,"ASP",0,0,"01",47.264198,5.08205,719,15,,"19",47.280201,5.08846,728,195,
235867,4228,"LFSD",7874,148,"ASP",1,0,"17",47.2766,5.09359,726,175,,"35",47.2551,5.09637,710,355,
342821,28998,"LFSE",2325,325,"grass",0,0,"02",,,,,,"20",,,,,
235881,4230,"LFSG",8858,148,"CON",1,0,"08",48.324100494384766,6.051819801330566,1084,85,,"26",48.32619857788086,6.088099956512451,1034,265,846
235843,4231,"LFSH",3264,59,"ASP",0,0,"03",48.790401458740234,7.814320087432861,489,29,,"21",48.798301696777344,7.820839881896973,489,209,558
235844,4231,"LFSH",3159,262,"Turf",0,0,"03L",48.791,7.81316,488,29,,"21R",48.798599,7.81951,487,209,525
235939,4232,"LFSI",7913,148,"ASP",1,0,"11",48.64030075073242,4.884359836578369,443,113,,"29",48.63180160522461,4.914470195770264,458,293,
260023,28999,"LFSJ",3609,,"UNK",0,0,"08L",,,507,,,"26R",,,512,,
260024,28999,"LFSJ",2625,,"UNK",0,0,"08R",,,509,,,"26L",,,513,,
260056,29000,"LFSK",2953,,"UNK",0,0,"05",,,409,,,"23",,,409,,
260055,29000,"LFSK",2887,,"UNK",0,0,"11",,,408,,,"29",,,411,,
332278,29001,"LFSL",6890,147,"asphalt",1,0,"11",45.04399871826172,1.4722399711608887,1016,115,,"29",45.03620147705078,1.4965200424194336,976,295,
236027,4233,"LFSM",5578,66,"ASP",1,0,"08",47.485599517822266,6.7794599533081055,1030,79.4,1313,"26",47.488399505615234,6.801609992980957,1037,259.4,1313
236010,4234,"LFSN",5249,131,"ASP",1,0,"03",48.686344146728516,6.226664066314697,700,29,,"21",48.69902801513672,6.236978054046631,751,209,
235970,4235,"LFSO",7878,148,"CON",1,0,"02",48.573001861572266,5.949090003967285,1105,19,,"20",48.59339904785156,5.959949970245361,1066,199,
235993,4236,"LFSP",3281,98,"ASP",1,0,"02",46.90010070800781,6.324619770050049,2676,21,68,"20",46.90850067138672,6.329269886016846,2683,201,
235892,4238,"LFST",7874,148,"ASP",1,0,"05",48.53120040893555,7.616030216217041,503,48.7,,"23",48.5453987121582,7.640439987182617,491,228.7,
259949,29002,"LFSU",3018,197,"Turf",0,0,"18",,,1362,181,820,"36",,,1346,1,197
259998,29003,"LFSV",3937,,"UNK",0,0,"06",,,1283,,,"24",,,1283,,
259997,29003,"LFSV",3773,,"UNK",0,0,"13",,,1273,,,"31",,,1323,,
259924,29004,"LFSW",3937,164,"grass",0,0,"04",,,276,,,"22",,,289,,
259923,29004,"LFSW",3150,164,"grass",0,0,"10",,,291,,,"28",,,272,,
235894,4239,"LFSX",7596,118,"ASP",1,0,"04",47.777198791503906,6.3571600914001465,872,38,,"22",47.793701171875,6.376220226287842,913,218,
235895,4239,"LFSX",7982,148,"ASP",1,0,"11",47.79159927368164,6.334539890289307,858,113,,"29",47.78300094604492,6.364409923553467,885,293,
236031,4240,"LFTF",6471,98,"ASP",0,0,"11",43.25090026855469,6.115300178527832,266,110,1050,"29",43.24470138549805,6.138090133666992,213,290,1050
235890,4241,"LFTH",6955,148,"ASP",1,0,"05",43.09450149536133,6.141119956970215,6,51,722,"23",43.10639953613281,6.16146993637085,6,231,
235891,4241,"LFTH",6240,164,"ASP",1,0,"13",43.10179901123047,6.139939785003662,12,135,951,"31",43.089698791503906,6.156429767608643,5,315,360
260003,29008,"LFTP",2690,,"UNK",0,0,"08",,,2438,,,"26",,,2523,,
235967,4242,"LFTW",8005,148,"CON",1,0,"18",43.76839828491211,4.415559768676758,301,177,,"36",43.74639892578125,4.417140007019043,309,357,
576849,4243,"LFTZ",3514,98,"ASP",1,0,"06",43.20289993286133,6.475590229034424,59,62,459,"24",43.20790100097656,6.488409996032715,52,242,328
238690,4244,"LFVM",3280,65,"ASP",1,0,"12",47.096099853515625,-56.38679885864258,8,98,,"30",47.09489822387695,-56.37369918823242,10,278,
238691,4245,"LFVP",5900,150,"ASP",1,0,"08",46.758399963378906,-56.18560028076172,27,59,,"26",46.76689910888672,-56.16550064086914,17,239,
236041,4246,"LFXA",6562,98,"ASP",0,0,"01",45.97840118408203,5.326779842376709,807,7.4,,"19",45.996299743652344,5.3301100730896,823,187.4,673
236042,4246,"LFXA",2625,328,"GRS",0,0,"02",45.97650146484375,5.335350036621094,823,15,,"20",45.98350143432617,5.337940216064453,823,195,394
260018,29012,"LFXB",2953,,"UNK",0,0,"06",,,118,,,"24",,,69,,
260017,29012,"LFXB",2953,,"UNK",0,0,"06L",,,92,,,"24R",,,49,,
260016,29012,"LFXB",2953,,"UNK",0,0,"06R",,,92,,,"24L",,,49,,
260015,29012,"LFXB",2625,,"UNK",0,0,"12",,,98,,,"30",,,69,,
259954,29020,"LFXU",6398,164,"grass",0,1,"10",,,77,,,"28",,,89,,
335575,29020,"LFXU",6398,164,"grass",0,0,"10L",48.999928,1.929596,77,,,"28R",48.996998,1.955902,89,,
335573,29020,"LFXU",6398,164,"grass",0,0,"10R",48.999477,1.929474,77,,,"28L",48.996536,1.95578,89,,
252287,29021,"LFYG",2953,59,"ASP",0,0,"08L",,,311,,,"26R",,,311,,
269334,29021,"LFYG",2625,328,"GRS",0,0,"08R",,,,,,"26L",,,,,
260012,29026,"LFYR",3609,328,"grass",0,0,"04L",,,275,,,"22R",,,279,,
260011,29026,"LFYR",3117,328,"grass",0,0,"04R",,,275,,,"22L",,,289,,
260014,29027,"LFYS",2625,,"UNK",0,0,"07",,,4241,,,"25",,,4330,,
236350,3141,"LG54",8900,160,"ASP",0,0,"09",35.06330108642578,24.752599716186523,7,88,,"27",35.0640983581543,24.78230094909668,50,268,
236385,3142,"LG55",3405,98,"ASP",0,0,"16",37.09830093383789,21.987699508666992,17,152,,"34",37.09000015258789,21.993099212646484,57,332,
236373,3143,"LG56",3330,50,"ASP",0,0,"10",38.23590087890625,25.933399200439453,,86.6,,"28",38.23640060424805,25.94499969482422,,266.6,
236361,4248,"LGAD",10299,148,"ASP",1,0,"16",37.93429946899414,21.287799835205078,31,165,,"34",37.907100677490234,21.297300338745117,55,345,
236338,4250,"LGAL",8471,148,"ASP",1,0,"07",40.852500915527344,25.941699981689453,10,73,,"25",40.85919952392578,25.970800399780273,24,253,
236331,4251,"LGAV",12467,148,"ASP",1,0,"03L",37.92100143432617,23.919200897216797,255,36.6,984,"21R",37.94850158691406,23.94499969482422,282,216.6,984
236330,4251,"LGAV",13123,148,"ASP",1,0,"03R",37.923500061035156,23.943300247192383,271,36.6,984,"21L",37.95240020751953,23.970399856567383,303,216.6,984
236337,4252,"LGAX",5956,98,"ASP",0,0,"13",40.65610122680664,22.480300903320312,,128,,"31",40.64609909057617,22.497299194335938,,308,
236363,4253,"LGBL",9052,148,"ASP",1,0,"08",39.21760177612305,22.77869987487793,83,81,,"26",39.22129821777344,22.810300827026367,19,261,
236349,4254,"LGEL",8985,131,"ASP",1,0,"18",38.07619857788086,23.555999755859375,129,180,,"36",38.051700592041016,23.556100845336914,20,360,198
236340,4255,"LGHI",4957,98,"ASP",1,0,"01",38.33649826049805,26.13909912109375,8,10,460,"19",38.34989929199219,26.142000198364258,9,190,227
236388,4256,"LGIK",4551,98,"ASP",1,0,"15",37.688201904296875,26.343399047851562,78,152,,"33",37.67720031738281,26.350799560546875,78,332,278
236354,4257,"LGIO",7874,148,"ASP",1,0,"14",39.70500183105469,20.813899993896484,1550,142,,"32",39.6880989074707,20.831100463867188,1558,322,394
236379,4258,"LGIR",8904,148,"ASP",1,0,"09",35.341,25.1612,78,95,1565,"27",35.339001,25.1905,82,275,
236380,4258,"LGIR",5138,164,"ASP",0,0,"12",35.34389877319336,25.17329978942871,57,126,499,"30",35.335601806640625,25.187299728393555,115,306,
236381,4258,"LGIR",2559,131,"ASP",0,1,"18",35.34230041503906,25.18429946899414,78,180.4,,"36",35.33509826660156,25.184200286865234,115,0.4,328
236375,4259,"LGKA",8852,148,"ASP",1,0,"12",40.45243453979492,21.269939422607422,2167,122,597,"30",40.439430236816406,21.294227600097656,2119,302,
236384,4260,"LGKC",4794,98,"ASP",1,0,"02",36.26810073852539,23.013200759887695,1045,26,,"20",36.279998779296875,23.020299911499023,1043,206,
236358,4261,"LGKF",7992,148,"ASP",1,0,"14",38.12919998168945,20.492799758911133,32,146,,"32",38.111000061035156,20.50819969177246,50,326,912
260069,30014,"LGKJ",2618,82,"ASPH",0,0,"13",36.1442985534668,29.573400497436523,488,,,"31",36.138999938964844,29.579299926757812,458,,
236351,4262,"LGKL",8868,148,"ASP",1,0,"17R",37.0807991027832,22.022600173950195,26,169,240,"35L",37.05580139160156,22.028400421142578,16,349,250
236371,4263,"LGKM",4364,92,"ASP",1,0,"13",40.977313,24.3362319,199,137,,"31",40.968506,24.346825,199,317,
236341,4264,"LGKO",7841,148,"ASP",1,0,"14",36.8036003112793,27.083599090576172,412,148,,"32",36.78519821166992,27.097900390625,373,328,
236382,4265,"LGKP",7871,98,"ASP",1,0,"12",35.4275016784668,27.135099411010742,36,124,492,"30",35.41529846191406,27.15690040588379,62,304,492
236334,4266,"LGKR",7792,148,"ASP",1,0,"16",39.612300872802734,19.90920066833496,5,169,1348,"34",39.59130096435547,19.914600372314453,5,349,213
236386,4267,"LGKS",3221,82,"ASP",1,0,"09",35.42150115966797,26.904600143432617,19,93,,"27",35.421199798583984,26.9153995513916,24,273,
236374,4268,"LGKV",9844,148,"ASP",1,0,"05",40.90629959106445,24.604999542236328,11,55,,"23",40.92169952392578,24.634300231933594,18,235,
327750,30004,"LGKY",3330,98,"ASP",0,0,"10",36.964393615722656,26.93511390686035,750,,,"28",36.96251678466797,26.946269989013672,750,,
236376,4269,"LGKZ",5978,98,"ASP",1,0,"14",40.29169845581055,21.83370018005371,2050,143,594,"32",40.27859878540039,21.846599578857422,1968,323,
236342,4270,"LGLE",3320,98,"ASP",0,0,"14",37.1885986328125,26.797000885009766,8,144,,"32",37.18119812011719,26.803600311279297,33,324,557
236366,4271,"LGLM",9895,148,"ASP",1,0,"04R",39.90719985961914,25.224300384521484,13,43,,"22L",39.92689895629883,25.24839973449707,13,223,
236367,4272,"LGLR",11939,148,"ASP",0,0,"08C",39.647701,22.448601,241,79,,"26C",39.652802,22.482401,224,259,
236368,4272,"LGLR",9711,98,"ASP",1,0,"08R",39.64619827270508,22.445600509643555,233,79.1,879,"26L",39.651798248291016,22.483200073242188,227,259.1,1247
236346,4273,"LGMG",3953,125,"ASP",0,0,"08R",37.98040008544922,23.358600616455078,,82,,"26L",37.98189926147461,23.37220001220703,,262,
236344,4274,"LGMK",6240,98,"ASP",1,0,"16",37.44329833984375,25.34469985961914,395,160,,"34",37.427101135253906,25.3518009185791,389,340,
260070,30139,"LGML",3527,82,"ASP",0,0,"08",36.69631576538086,24.47047996520996,17,,,"26",36.69707107543945,24.478939056396484,13,,
236372,4275,"LGMT",7894,148,"ASP",1,0,"14",39.07500076293945,26.58449935913086,57,148,269,"32",39.05670166015625,26.59939956665039,21,328,1755
260071,30182,"LGNX",2953,,"UNK",0,0,"18",,,11,,,"36",,,11,,
327757,30243,"LGPA",4593,98,"ASP",1,0,"17",,,119,,,"35",,,105,,
236343,4276,"LGPL",3245,98,"ASP",1,0,"15",36.58369827270508,26.37299919128418,142,150,,"33",36.57600021362305,26.378599166870117,165,330,
236333,4277,"LGPZ",9419,148,"ASP",1,0,"06",38.920601,20.75,9,68,,"24",38.930302,20.7806,11,248,492
236335,4278,"LGRD",7874,148,"ASP",0,0,"08",36.381099700927734,28.095600128173828,203,79.7,,"26",36.3849983215332,28.12220001220703,139,259.7,
236336,4278,"LGRD",3937,197,"ASP",0,1,"14",36.38859939575195,28.11359977722168,110,142.1,,"32",36.380001068115234,28.12190055847168,162,322.1,
236347,4279,"LGRP",10846,148,"ASP",1,0,"06",36.400299072265625,28.068899154663086,16,70.1,,"24",36.410499572753906,28.103500366210938,17,250.1,
236360,4280,"LGRX",10999,70,"ASP",1,1,"18L",38.16619873046875,21.428300857543945,37,183.2,80,"36R",38.13600158691406,21.42620086669922,46,3.2,80
236359,4280,"LGRX",10997,148,"PEM",1,0,"18R",38.16619873046875,21.42650032043457,37,183,653,"36L",38.13600158691406,21.42460060119629,46,3,669
236370,4281,"LGSA",10982,148,"ASP",1,0,"11",35.53710174560547,24.134000778198242,428,111,,"29",35.526100158691406,24.168399810791016,490,291,
236362,4282,"LGSK",5341,98,"ASP",1,0,"01",39.169898986816406,23.500499725341797,9,19,190,"19",39.18429946899414,23.506900787353516,54,199,
236383,4283,"LGSM",6706,148,"ASP",1,0,"09",37.689701080322266,26.899599075317383,20,94,230,"27",37.68840026855469,26.922700881958008,10,274,
236364,4284,"LGSO",3542,98,"ASP",1,0,"18",37.42789840698242,24.95009994506836,225,181,,"36",37.4182014465332,24.949800491333008,236,1,
236339,4285,"LGSP",3280,75,"ASP",0,0,"06",36.971900939941406,22.521799087524414,,61,200,"24",36.97589874267578,22.530799865722656,,241,102
236348,4286,"LGSR",7208,98,"ASP",1,0,"15",36.4081,25.4751,123,159,,"33",36.390202,25.4834,53,339,
260368,4286,"LGSR",,,"UNK",0,1,"16R",,,126,,,"34L",,,57,,
236387,4287,"LGST",6804,148,"ASP",1,0,"05",35.210201263427734,26.092500686645508,376,50.5,,"23",35.22209930419922,26.110000610351562,316,230.5,
236355,4289,"LGSY",9849,98,"ASP",1,0,"17",38.98099899291992,24.486000061035156,14,176,541,"35",38.9541015625,24.488500595092773,39,356,2625
236352,4290,"LGTG",9810,148,"ASP",1,0,"10",38.343299865722656,23.54840087890625,483,105,492,"28",38.33639907836914,23.581499099731445,459,285,
236365,4291,"LGTL",10563,148,"CON",1,0,"02",35.176826,25.320251,,20,,"20",35.204681,25.332581,,200,
236356,4292,"LGTP",6368,98,"ASP",1,0,"02",37.522499084472656,22.39940071105957,2113,23,,"20",37.53860092163086,22.407899856567383,2113,203,
